,ID,economy,country_code_x,Region,Income_group,reportyr,WBL INDEX,ENTREPRENEURSHIP,sign_contract,register_business,open_bank_account,discrimination_credit_prohibited,period,sign_contract_count,register_business_count,open_bank_account_count,discrimination_credit_prohibited_count,total_law_counts,country_code_y,latitude_x,longitude_x
5942,MUS2014,Mauritius,MUS,Sub-Saharan Africa,High income,2014,89.4,100,Yes,Yes,Yes,Yes,2012-2016,1,1,1,1,4,MU,-20.348404,57.552152
5943,MUS2015,Mauritius,MUS,Sub-Saharan Africa,High income,2015,89.4,100,Yes,Yes,Yes,Yes,2012-2016,1,1,1,1,4,MU,-20.348404,57.552152
5944,MUS2016,Mauritius,MUS,Sub-Saharan Africa,High income,2016,89.4,100,Yes,Yes,Yes,Yes,2012-2016,1,1,1,1,4,MU,-20.348404,57.552152
5945,MUS2017,Mauritius,MUS,Sub-Saharan Africa,High income,2017,91.9,100,Yes,Yes,Yes,Yes,2017-2021,1,1,1,1,4,MU,-20.348404,57.552152
5946,MUS2018,Mauritius,MUS,Sub-Saharan Africa,High income,2018,91.9,100,Yes,Yes,Yes,Yes,2017-2021,1,1,1,1,4,MU,-20.348404,57.552152
5947,MUS2019,Mauritius,MUS,Sub-Saharan Africa,High income,2019,91.9,100,Yes,Yes,Yes,Yes,2017-2021,1,1,1,1,4,MU,-20.348404,57.552152
5948,MUS2020,Mauritius,MUS,Sub-Saharan Africa,High income,2020,91.9,100,Yes,Yes,Yes,Yes,2017-2021,1,1,1,1,4,MU,-20.348404,57.552152
5949,MUS2021,Mauritius,MUS,Sub-Saharan Africa,High income,2021,91.9,100,Yes,Yes,Yes,Yes,2017-2021,1,1,1,1,4,MU,-20.348404,57.552152
5950,MWI1972,Malawi,MWI,Sub-Saharan Africa,Low income,1972,42.5,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3,MW,-13.254308,34.301525
5951,MWI1973,Malawi,MWI,Sub-Saharan Africa,Low income,1973,42.5,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3,MW,-13.254308,34.301525
5952,MWI1974,Malawi,MWI,Sub-Saharan Africa,Low income,1974,42.5,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3,MW,-13.254308,34.301525
5953,MWI1975,Malawi,MWI,Sub-Saharan Africa,Low income,1975,42.5,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3,MW,-13.254308,34.301525
5954,MWI1976,Malawi,MWI,Sub-Saharan Africa,Low income,1976,42.5,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3,MW,-13.254308,34.301525
5955,MWI1977,Malawi,MWI,Sub-Saharan Africa,Low income,1977,42.5,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3,MW,-13.254308,34.301525
5956,MWI1978,Malawi,MWI,Sub-Saharan Africa,Low income,1978,42.5,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3,MW,-13.254308,34.301525
5957,MWI1979,Malawi,MWI,Sub-Saharan Africa,Low income,1979,42.5,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3,MW,-13.254308,34.301525
5958,MWI1980,Malawi,MWI,Sub-Saharan Africa,Low income,1980,42.5,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3,MW,-13.254308,34.301525
5959,MWI1981,Malawi,MWI,Sub-Saharan Africa,Low income,1981,42.5,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3,MW,-13.254308,34.301525
5960,MWI1982,Malawi,MWI,Sub-Saharan Africa,Low income,1982,42.5,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3,MW,-13.254308,34.301525
5961,MWI1983,Malawi,MWI,Sub-Saharan Africa,Low income,1983,42.5,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3,MW,-13.254308,34.301525
5962,MWI1984,Malawi,MWI,Sub-Saharan Africa,Low income,1984,42.5,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3,MW,-13.254308,34.301525
5963,MWI1985,Malawi,MWI,Sub-Saharan Africa,Low income,1985,42.5,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3,MW,-13.254308,34.301525
5964,MWI1986,Malawi,MWI,Sub-Saharan Africa,Low income,1986,42.5,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3,MW,-13.254308,34.301525
5965,MWI1987,Malawi,MWI,Sub-Saharan Africa,Low income,1987,42.5,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3,MW,-13.254308,34.301525
5966,MWI1988,Malawi,MWI,Sub-Saharan Africa,Low income,1988,42.5,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3,MW,-13.254308,34.301525
5967,MWI1989,Malawi,MWI,Sub-Saharan Africa,Low income,1989,42.5,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3,MW,-13.254308,34.301525
5968,MWI1990,Malawi,MWI,Sub-Saharan Africa,Low income,1990,42.5,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3,MW,-13.254308,34.301525
5969,MWI1991,Malawi,MWI,Sub-Saharan Africa,Low income,1991,42.5,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3,MW,-13.254308,34.301525
5970,MWI1992,Malawi,MWI,Sub-Saharan Africa,Low income,1992,42.5,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3,MW,-13.254308,34.301525
5971,MWI1993,Malawi,MWI,Sub-Saharan Africa,Low income,1993,42.5,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3,MW,-13.254308,34.301525
5972,MWI1994,Malawi,MWI,Sub-Saharan Africa,Low income,1994,42.5,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3,MW,-13.254308,34.301525
5973,MWI1995,Malawi,MWI,Sub-Saharan Africa,Low income,1995,45,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3,MW,-13.254308,34.301525
5974,MWI1996,Malawi,MWI,Sub-Saharan Africa,Low income,1996,45,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3,MW,-13.254308,34.301525
5975,MWI1997,Malawi,MWI,Sub-Saharan Africa,Low income,1997,45,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3,MW,-13.254308,34.301525
5976,MWI1998,Malawi,MWI,Sub-Saharan Africa,Low income,1998,45,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3,MW,-13.254308,34.301525
5977,MWI1999,Malawi,MWI,Sub-Saharan Africa,Low income,1999,45,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3,MW,-13.254308,34.301525
5978,MWI2000,Malawi,MWI,Sub-Saharan Africa,Low income,2000,45,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3,MW,-13.254308,34.301525
5979,MWI2001,Malawi,MWI,Sub-Saharan Africa,Low income,2001,56.9,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3,MW,-13.254308,34.301525
5980,MWI2002,Malawi,MWI,Sub-Saharan Africa,Low income,2002,56.9,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3,MW,-13.254308,34.301525
5981,MWI2003,Malawi,MWI,Sub-Saharan Africa,Low income,2003,56.9,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3,MW,-13.254308,34.301525
5982,MWI2004,Malawi,MWI,Sub-Saharan Africa,Low income,2004,56.9,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3,MW,-13.254308,34.301525
5983,MWI2005,Malawi,MWI,Sub-Saharan Africa,Low income,2005,56.9,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3,MW,-13.254308,34.301525
5984,MWI2006,Malawi,MWI,Sub-Saharan Africa,Low income,2006,60,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3,MW,-13.254308,34.301525
5985,MWI2007,Malawi,MWI,Sub-Saharan Africa,Low income,2007,60,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3,MW,-13.254308,34.301525
5986,MWI2008,Malawi,MWI,Sub-Saharan Africa,Low income,2008,62.5,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3,MW,-13.254308,34.301525
5987,MWI2009,Malawi,MWI,Sub-Saharan Africa,Low income,2009,62.5,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3,MW,-13.254308,34.301525
5988,MWI2010,Malawi,MWI,Sub-Saharan Africa,Low income,2010,62.5,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3,MW,-13.254308,34.301525
5989,MWI2011,Malawi,MWI,Sub-Saharan Africa,Low income,2011,62.5,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3,MW,-13.254308,34.301525
5990,MWI2012,Malawi,MWI,Sub-Saharan Africa,Low income,2012,62.5,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3,MW,-13.254308,34.301525
5991,MWI2013,Malawi,MWI,Sub-Saharan Africa,Low income,2013,68.8,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3,MW,-13.254308,34.301525
5992,MWI2014,Malawi,MWI,Sub-Saharan Africa,Low income,2014,75,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3,MW,-13.254308,34.301525
5993,MWI2015,Malawi,MWI,Sub-Saharan Africa,Low income,2015,75,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3,MW,-13.254308,34.301525
5994,MWI2016,Malawi,MWI,Sub-Saharan Africa,Low income,2016,77.5,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3,MW,-13.254308,34.301525
5995,MWI2017,Malawi,MWI,Sub-Saharan Africa,Low income,2017,77.5,75,Yes,Yes,Yes,No,2017-2021,1,1,1,0,3,MW,-13.254308,34.301525
5996,MWI2018,Malawi,MWI,Sub-Saharan Africa,Low income,2018,77.5,75,Yes,Yes,Yes,No,2017-2021,1,1,1,0,3,MW,-13.254308,34.301525
5997,MWI2019,Malawi,MWI,Sub-Saharan Africa,Low income,2019,77.5,75,Yes,Yes,Yes,No,2017-2021,1,1,1,0,3,MW,-13.254308,34.301525
5998,MWI2020,Malawi,MWI,Sub-Saharan Africa,Low income,2020,77.5,75,Yes,Yes,Yes,No,2017-2021,1,1,1,0,3,MW,-13.254308,34.301525
5999,MWI2021,Malawi,MWI,Sub-Saharan Africa,Low income,2021,77.5,75,Yes,Yes,Yes,No,2017-2021,1,1,1,0,3,MW,-13.254308,34.301525
6000,MYS1972,Malaysia,MYS,East Asia & Pacific,Upper middle income,1972,41.9,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3,MY,4.210484,101.975766
6001,MYS1973,Malaysia,MYS,East Asia & Pacific,Upper middle income,1973,41.9,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3,MY,4.210484,101.975766
6002,MYS1974,Malaysia,MYS,East Asia & Pacific,Upper middle income,1974,41.9,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3,MY,4.210484,101.975766
6003,MYS1975,Malaysia,MYS,East Asia & Pacific,Upper middle income,1975,41.9,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3,MY,4.210484,101.975766
6004,MYS1976,Malaysia,MYS,East Asia & Pacific,Upper middle income,1976,41.9,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3,MY,4.210484,101.975766
6005,MYS1977,Malaysia,MYS,East Asia & Pacific,Upper middle income,1977,41.9,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3,MY,4.210484,101.975766
6006,MYS1978,Malaysia,MYS,East Asia & Pacific,Upper middle income,1978,41.9,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3,MY,4.210484,101.975766
6007,MYS1979,Malaysia,MYS,East Asia & Pacific,Upper middle income,1979,41.9,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3,MY,4.210484,101.975766
6008,MYS1980,Malaysia,MYS,East Asia & Pacific,Upper middle income,1980,41.9,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3,MY,4.210484,101.975766
6009,MYS1981,Malaysia,MYS,East Asia & Pacific,Upper middle income,1981,41.9,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3,MY,4.210484,101.975766
6010,MYS1982,Malaysia,MYS,East Asia & Pacific,Upper middle income,1982,41.9,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3,MY,4.210484,101.975766
6011,MYS1983,Malaysia,MYS,East Asia & Pacific,Upper middle income,1983,41.9,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3,MY,4.210484,101.975766
6012,MYS1984,Malaysia,MYS,East Asia & Pacific,Upper middle income,1984,41.9,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3,MY,4.210484,101.975766
6013,MYS1985,Malaysia,MYS,East Asia & Pacific,Upper middle income,1985,41.9,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3,MY,4.210484,101.975766
6014,MYS1986,Malaysia,MYS,East Asia & Pacific,Upper middle income,1986,44.4,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3,MY,4.210484,101.975766
6015,MYS1987,Malaysia,MYS,East Asia & Pacific,Upper middle income,1987,44.4,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3,MY,4.210484,101.975766
6016,MYS1988,Malaysia,MYS,East Asia & Pacific,Upper middle income,1988,44.4,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3,MY,4.210484,101.975766
6017,MYS1989,Malaysia,MYS,East Asia & Pacific,Upper middle income,1989,44.4,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3,MY,4.210484,101.975766
6018,MYS1990,Malaysia,MYS,East Asia & Pacific,Upper middle income,1990,44.4,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3,MY,4.210484,101.975766
6019,MYS1991,Malaysia,MYS,East Asia & Pacific,Upper middle income,1991,44.4,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3,MY,4.210484,101.975766
6020,MYS1992,Malaysia,MYS,East Asia & Pacific,Upper middle income,1992,44.4,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3,MY,4.210484,101.975766
6021,MYS1993,Malaysia,MYS,East Asia & Pacific,Upper middle income,1993,44.4,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3,MY,4.210484,101.975766
6022,MYS1994,Malaysia,MYS,East Asia & Pacific,Upper middle income,1994,44.4,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3,MY,4.210484,101.975766
6023,MYS1995,Malaysia,MYS,East Asia & Pacific,Upper middle income,1995,44.4,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3,MY,4.210484,101.975766
6024,MYS1996,Malaysia,MYS,East Asia & Pacific,Upper middle income,1996,46.9,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3,MY,4.210484,101.975766
6025,MYS1997,Malaysia,MYS,East Asia & Pacific,Upper middle income,1997,46.9,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3,MY,4.210484,101.975766
6026,MYS1998,Malaysia,MYS,East Asia & Pacific,Upper middle income,1998,46.9,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3,MY,4.210484,101.975766
6027,MYS1999,Malaysia,MYS,East Asia & Pacific,Upper middle income,1999,46.9,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3,MY,4.210484,101.975766
6028,MYS2000,Malaysia,MYS,East Asia & Pacific,Upper middle income,2000,46.9,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3,MY,4.210484,101.975766
6029,MYS2001,Malaysia,MYS,East Asia & Pacific,Upper middle income,2001,46.9,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3,MY,4.210484,101.975766
6030,MYS2002,Malaysia,MYS,East Asia & Pacific,Upper middle income,2002,46.9,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3,MY,4.210484,101.975766
6031,MYS2003,Malaysia,MYS,East Asia & Pacific,Upper middle income,2003,46.9,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3,MY,4.210484,101.975766
6032,MYS2004,Malaysia,MYS,East Asia & Pacific,Upper middle income,2004,46.9,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3,MY,4.210484,101.975766
6033,MYS2005,Malaysia,MYS,East Asia & Pacific,Upper middle income,2005,46.9,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3,MY,4.210484,101.975766
6034,MYS2006,Malaysia,MYS,East Asia & Pacific,Upper middle income,2006,46.9,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3,MY,4.210484,101.975766
6035,MYS2007,Malaysia,MYS,East Asia & Pacific,Upper middle income,2007,46.9,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3,MY,4.210484,101.975766
6036,MYS2008,Malaysia,MYS,East Asia & Pacific,Upper middle income,2008,46.9,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3,MY,4.210484,101.975766
6037,MYS2009,Malaysia,MYS,East Asia & Pacific,Upper middle income,2009,46.9,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3,MY,4.210484,101.975766
6038,MYS2010,Malaysia,MYS,East Asia & Pacific,Upper middle income,2010,46.9,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3,MY,4.210484,101.975766
6039,MYS2011,Malaysia,MYS,East Asia & Pacific,Upper middle income,2011,46.9,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3,MY,4.210484,101.975766
6040,MYS2012,Malaysia,MYS,East Asia & Pacific,Upper middle income,2012,46.9,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3,MY,4.210484,101.975766
6041,MYS2013,Malaysia,MYS,East Asia & Pacific,Upper middle income,2013,50,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3,MY,4.210484,101.975766
6042,MYS2014,Malaysia,MYS,East Asia & Pacific,Upper middle income,2014,50,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3,MY,4.210484,101.975766
6043,MYS2015,Malaysia,MYS,East Asia & Pacific,Upper middle income,2015,50,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3,MY,4.210484,101.975766
6044,MYS2016,Malaysia,MYS,East Asia & Pacific,Upper middle income,2016,50,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3,MY,4.210484,101.975766
6045,MYS2017,Malaysia,MYS,East Asia & Pacific,Upper middle income,2017,50,75,Yes,Yes,Yes,No,2017-2021,1,1,1,0,3,MY,4.210484,101.975766
6046,MYS2018,Malaysia,MYS,East Asia & Pacific,Upper middle income,2018,50,75,Yes,Yes,Yes,No,2017-2021,1,1,1,0,3,MY,4.210484,101.975766
6047,MYS2019,Malaysia,MYS,East Asia & Pacific,Upper middle income,2019,50,75,Yes,Yes,Yes,No,2017-2021,1,1,1,0,3,MY,4.210484,101.975766
6048,MYS2020,Malaysia,MYS,East Asia & Pacific,Upper middle income,2020,50,75,Yes,Yes,Yes,No,2017-2021,1,1,1,0,3,MY,4.210484,101.975766
6049,MYS2021,Malaysia,MYS,East Asia & Pacific,Upper middle income,2021,50,75,Yes,Yes,Yes,No,2017-2021,1,1,1,0,3,MY,4.210484,101.975766
6050,NAM1972,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1972,33.8,0,No,No,No,No,1972-1976,0,0,0,0,0,,-22.95764,18.49041
6051,NAM1973,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1973,33.8,0,No,No,No,No,1972-1976,0,0,0,0,0,,-22.95764,18.49041
6052,NAM1974,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1974,33.8,0,No,No,No,No,1972-1976,0,0,0,0,0,,-22.95764,18.49041
6053,NAM1975,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1975,33.8,0,No,No,No,No,1972-1976,0,0,0,0,0,,-22.95764,18.49041
6054,NAM1976,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1976,33.8,0,No,No,No,No,1972-1976,0,0,0,0,0,,-22.95764,18.49041
6055,NAM1977,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1977,33.8,0,No,No,No,No,1977-1981,0,0,0,0,0,,-22.95764,18.49041
6056,NAM1978,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1978,33.8,0,No,No,No,No,1977-1981,0,0,0,0,0,,-22.95764,18.49041
6057,NAM1979,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1979,33.8,0,No,No,No,No,1977-1981,0,0,0,0,0,,-22.95764,18.49041
6058,NAM1980,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1980,33.8,0,No,No,No,No,1977-1981,0,0,0,0,0,,-22.95764,18.49041
6059,NAM1981,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1981,33.8,0,No,No,No,No,1977-1981,0,0,0,0,0,,-22.95764,18.49041
6060,NAM1982,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1982,33.8,0,No,No,No,No,1982-1986,0,0,0,0,0,,-22.95764,18.49041
6061,NAM1983,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1983,33.8,0,No,No,No,No,1982-1986,0,0,0,0,0,,-22.95764,18.49041
6062,NAM1984,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1984,33.8,0,No,No,No,No,1982-1986,0,0,0,0,0,,-22.95764,18.49041
6063,NAM1985,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1985,33.8,0,No,No,No,No,1982-1986,0,0,0,0,0,,-22.95764,18.49041
6064,NAM1986,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1986,33.8,0,No,No,No,No,1982-1986,0,0,0,0,0,,-22.95764,18.49041
6065,NAM1987,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1987,33.8,0,No,No,No,No,1987-1991,0,0,0,0,0,,-22.95764,18.49041
6066,NAM1988,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1988,33.8,0,No,No,No,No,1987-1991,0,0,0,0,0,,-22.95764,18.49041
6067,NAM1989,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1989,33.8,0,No,No,No,No,1987-1991,0,0,0,0,0,,-22.95764,18.49041
6068,NAM1990,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1990,33.8,0,No,No,No,No,1987-1991,0,0,0,0,0,,-22.95764,18.49041
6069,NAM1991,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1991,33.8,0,No,No,No,No,1987-1991,0,0,0,0,0,,-22.95764,18.49041
6070,NAM1992,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1992,33.8,0,No,No,No,No,1992-1996,0,0,0,0,0,,-22.95764,18.49041
6071,NAM1993,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1993,45.6,0,No,No,No,No,1992-1996,0,0,0,0,0,,-22.95764,18.49041
6072,NAM1994,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1994,45.6,0,No,No,No,No,1992-1996,0,0,0,0,0,,-22.95764,18.49041
6073,NAM1995,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1995,45.6,0,No,No,No,No,1992-1996,0,0,0,0,0,,-22.95764,18.49041
6074,NAM1996,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1996,48.1,0,No,No,No,No,1992-1996,0,0,0,0,0,,-22.95764,18.49041
6075,NAM1997,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1997,71.3,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3,,-22.95764,18.49041
6076,NAM1998,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1998,71.3,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3,,-22.95764,18.49041
6077,NAM1999,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1999,71.3,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3,,-22.95764,18.49041
6078,NAM2000,Namibia,NAM,Sub-Saharan Africa,Upper middle income,2000,71.3,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3,,-22.95764,18.49041
6079,NAM2001,Namibia,NAM,Sub-Saharan Africa,Upper middle income,2001,71.3,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3,,-22.95764,18.49041
6080,NAM2002,Namibia,NAM,Sub-Saharan Africa,Upper middle income,2002,71.3,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3,,-22.95764,18.49041
6081,NAM2003,Namibia,NAM,Sub-Saharan Africa,Upper middle income,2003,71.3,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3,,-22.95764,18.49041
6082,NAM2004,Namibia,NAM,Sub-Saharan Africa,Upper middle income,2004,71.3,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3,,-22.95764,18.49041
6083,NAM2005,Namibia,NAM,Sub-Saharan Africa,Upper middle income,2005,73.8,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3,,-22.95764,18.49041
6084,NAM2006,Namibia,NAM,Sub-Saharan Africa,Upper middle income,2006,73.8,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3,,-22.95764,18.49041
6085,NAM2007,Namibia,NAM,Sub-Saharan Africa,Upper middle income,2007,73.8,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3,,-22.95764,18.49041
6086,NAM2008,Namibia,NAM,Sub-Saharan Africa,Upper middle income,2008,73.8,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3,,-22.95764,18.49041
6087,NAM2009,Namibia,NAM,Sub-Saharan Africa,Upper middle income,2009,86.3,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3,,-22.95764,18.49041
6088,NAM2010,Namibia,NAM,Sub-Saharan Africa,Upper middle income,2010,86.3,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3,,-22.95764,18.49041
6089,NAM2011,Namibia,NAM,Sub-Saharan Africa,Upper middle income,2011,86.3,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3,,-22.95764,18.49041
6090,NAM2012,Namibia,NAM,Sub-Saharan Africa,Upper middle income,2012,86.3,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3,,-22.95764,18.49041
6091,NAM2013,Namibia,NAM,Sub-Saharan Africa,Upper middle income,2013,86.3,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3,,-22.95764,18.49041
6092,NAM2014,Namibia,NAM,Sub-Saharan Africa,Upper middle income,2014,86.3,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3,,-22.95764,18.49041
6093,NAM2015,Namibia,NAM,Sub-Saharan Africa,Upper middle income,2015,86.3,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3,,-22.95764,18.49041
6094,NAM2016,Namibia,NAM,Sub-Saharan Africa,Upper middle income,2016,86.3,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3,,-22.95764,18.49041
6095,NAM2017,Namibia,NAM,Sub-Saharan Africa,Upper middle income,2017,86.3,75,Yes,Yes,Yes,No,2017-2021,1,1,1,0,3,,-22.95764,18.49041
6096,NAM2018,Namibia,NAM,Sub-Saharan Africa,Upper middle income,2018,86.3,75,Yes,Yes,Yes,No,2017-2021,1,1,1,0,3,,-22.95764,18.49041
6097,NAM2019,Namibia,NAM,Sub-Saharan Africa,Upper middle income,2019,86.3,75,Yes,Yes,Yes,No,2017-2021,1,1,1,0,3,,-22.95764,18.49041
6098,NAM2020,Namibia,NAM,Sub-Saharan Africa,Upper middle income,2020,86.3,75,Yes,Yes,Yes,No,2017-2021,1,1,1,0,3,,-22.95764,18.49041
6099,NAM2021,Namibia,NAM,Sub-Saharan Africa,Upper middle income,2021,86.3,75,Yes,Yes,Yes,No,2017-2021,1,1,1,0,3,,-22.95764,18.49041
6100,NER1972,Niger,NER,Sub-Saharan Africa,Low income,1972,38.8,50,Yes,Yes,No,No,1972-1976,1,1,0,0,2,NE,17.607789,8.081666
6101,NER1973,Niger,NER,Sub-Saharan Africa,Low income,1973,38.8,50,Yes,Yes,No,No,1972-1976,1,1,0,0,2,NE,17.607789,8.081666
