,ID,economy,wbcodev2,Region,Income_group,reportyr,WBL INDEX,ENTREPRENEURSHIP,sign_contract,register_business,open_bank_account,discrimination_credit_prohibited,period,sign_contract_count,register_business_count,open_bank_account_count,discrimination_credit_prohibited_count,total_law_counts
5884,MRT2006,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2006,41.9,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3
5885,MRT2007,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2007,41.9,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3
5886,MRT2008,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2008,41.9,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3
5887,MRT2009,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2009,41.9,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3
5888,MRT2010,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2010,41.9,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3
5889,MRT2011,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2011,41.9,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3
5890,MRT2012,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2012,41.9,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3
5891,MRT2013,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2013,41.9,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3
5892,MRT2014,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2014,41.9,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3
5893,MRT2015,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2015,41.9,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3
5894,MRT2016,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2016,48.1,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3
5895,MRT2017,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2017,48.1,75,Yes,Yes,Yes,No,2017-2021,1,1,1,0,3
5896,MRT2018,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2018,48.1,75,Yes,Yes,Yes,No,2017-2021,1,1,1,0,3
5897,MRT2019,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2019,48.1,75,Yes,Yes,Yes,No,2017-2021,1,1,1,0,3
5898,MRT2020,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2020,48.1,75,Yes,Yes,Yes,No,2017-2021,1,1,1,0,3
5899,MRT2021,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2021,48.1,75,Yes,Yes,Yes,No,2017-2021,1,1,1,0,3
5900,MUS1972,Mauritius,MUS,Sub-Saharan Africa,High income,1972,46.3,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3
5901,MUS1973,Mauritius,MUS,Sub-Saharan Africa,High income,1973,46.3,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3
5902,MUS1974,Mauritius,MUS,Sub-Saharan Africa,High income,1974,46.3,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3
5903,MUS1975,Mauritius,MUS,Sub-Saharan Africa,High income,1975,46.3,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3
5904,MUS1976,Mauritius,MUS,Sub-Saharan Africa,High income,1976,46.3,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3
5905,MUS1977,Mauritius,MUS,Sub-Saharan Africa,High income,1977,46.3,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3
5906,MUS1978,Mauritius,MUS,Sub-Saharan Africa,High income,1978,52.5,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3
5907,MUS1979,Mauritius,MUS,Sub-Saharan Africa,High income,1979,52.5,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3
5908,MUS1980,Mauritius,MUS,Sub-Saharan Africa,High income,1980,52.5,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3
5909,MUS1981,Mauritius,MUS,Sub-Saharan Africa,High income,1981,57.5,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3
5910,MUS1982,Mauritius,MUS,Sub-Saharan Africa,High income,1982,63.1,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3
5911,MUS1983,Mauritius,MUS,Sub-Saharan Africa,High income,1983,63.1,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3
5912,MUS1984,Mauritius,MUS,Sub-Saharan Africa,High income,1984,63.1,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3
5913,MUS1985,Mauritius,MUS,Sub-Saharan Africa,High income,1985,63.1,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3
5914,MUS1986,Mauritius,MUS,Sub-Saharan Africa,High income,1986,63.1,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3
5915,MUS1987,Mauritius,MUS,Sub-Saharan Africa,High income,1987,63.1,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3
5916,MUS1988,Mauritius,MUS,Sub-Saharan Africa,High income,1988,63.1,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3
5917,MUS1989,Mauritius,MUS,Sub-Saharan Africa,High income,1989,63.1,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3
5918,MUS1990,Mauritius,MUS,Sub-Saharan Africa,High income,1990,63.1,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3
5919,MUS1991,Mauritius,MUS,Sub-Saharan Africa,High income,1991,63.1,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3
5920,MUS1992,Mauritius,MUS,Sub-Saharan Africa,High income,1992,63.1,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3
5921,MUS1993,Mauritius,MUS,Sub-Saharan Africa,High income,1993,63.1,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3
5922,MUS1994,Mauritius,MUS,Sub-Saharan Africa,High income,1994,63.1,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3
5923,MUS1995,Mauritius,MUS,Sub-Saharan Africa,High income,1995,63.1,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3
5924,MUS1996,Mauritius,MUS,Sub-Saharan Africa,High income,1996,63.1,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3
5925,MUS1997,Mauritius,MUS,Sub-Saharan Africa,High income,1997,63.1,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3
5926,MUS1998,Mauritius,MUS,Sub-Saharan Africa,High income,1998,63.1,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3
5927,MUS1999,Mauritius,MUS,Sub-Saharan Africa,High income,1999,65.6,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3
5928,MUS2000,Mauritius,MUS,Sub-Saharan Africa,High income,2000,71.9,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3
5929,MUS2001,Mauritius,MUS,Sub-Saharan Africa,High income,2001,71.9,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3
5930,MUS2002,Mauritius,MUS,Sub-Saharan Africa,High income,2002,71.9,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3
5931,MUS2003,Mauritius,MUS,Sub-Saharan Africa,High income,2003,71.9,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3
5932,MUS2004,Mauritius,MUS,Sub-Saharan Africa,High income,2004,71.9,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3
5933,MUS2005,Mauritius,MUS,Sub-Saharan Africa,High income,2005,71.9,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3
5934,MUS2006,Mauritius,MUS,Sub-Saharan Africa,High income,2006,71.9,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3
5935,MUS2007,Mauritius,MUS,Sub-Saharan Africa,High income,2007,71.9,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3
5936,MUS2008,Mauritius,MUS,Sub-Saharan Africa,High income,2008,71.9,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3
5937,MUS2009,Mauritius,MUS,Sub-Saharan Africa,High income,2009,71.9,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3
5938,MUS2010,Mauritius,MUS,Sub-Saharan Africa,High income,2010,86.3,100,Yes,Yes,Yes,Yes,2007-2011,1,1,1,1,4
5939,MUS2011,Mauritius,MUS,Sub-Saharan Africa,High income,2011,86.3,100,Yes,Yes,Yes,Yes,2007-2011,1,1,1,1,4
5940,MUS2012,Mauritius,MUS,Sub-Saharan Africa,High income,2012,86.3,100,Yes,Yes,Yes,Yes,2012-2016,1,1,1,1,4
5941,MUS2013,Mauritius,MUS,Sub-Saharan Africa,High income,2013,86.3,100,Yes,Yes,Yes,Yes,2012-2016,1,1,1,1,4
5942,MUS2014,Mauritius,MUS,Sub-Saharan Africa,High income,2014,89.4,100,Yes,Yes,Yes,Yes,2012-2016,1,1,1,1,4
5943,MUS2015,Mauritius,MUS,Sub-Saharan Africa,High income,2015,89.4,100,Yes,Yes,Yes,Yes,2012-2016,1,1,1,1,4
5944,MUS2016,Mauritius,MUS,Sub-Saharan Africa,High income,2016,89.4,100,Yes,Yes,Yes,Yes,2012-2016,1,1,1,1,4
5945,MUS2017,Mauritius,MUS,Sub-Saharan Africa,High income,2017,91.9,100,Yes,Yes,Yes,Yes,2017-2021,1,1,1,1,4
5946,MUS2018,Mauritius,MUS,Sub-Saharan Africa,High income,2018,91.9,100,Yes,Yes,Yes,Yes,2017-2021,1,1,1,1,4
5947,MUS2019,Mauritius,MUS,Sub-Saharan Africa,High income,2019,91.9,100,Yes,Yes,Yes,Yes,2017-2021,1,1,1,1,4
5948,MUS2020,Mauritius,MUS,Sub-Saharan Africa,High income,2020,91.9,100,Yes,Yes,Yes,Yes,2017-2021,1,1,1,1,4
5949,MUS2021,Mauritius,MUS,Sub-Saharan Africa,High income,2021,91.9,100,Yes,Yes,Yes,Yes,2017-2021,1,1,1,1,4
5950,MWI1972,Malawi,MWI,Sub-Saharan Africa,Low income,1972,42.5,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3
5951,MWI1973,Malawi,MWI,Sub-Saharan Africa,Low income,1973,42.5,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3
5952,MWI1974,Malawi,MWI,Sub-Saharan Africa,Low income,1974,42.5,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3
5953,MWI1975,Malawi,MWI,Sub-Saharan Africa,Low income,1975,42.5,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3
5954,MWI1976,Malawi,MWI,Sub-Saharan Africa,Low income,1976,42.5,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3
5955,MWI1977,Malawi,MWI,Sub-Saharan Africa,Low income,1977,42.5,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3
5956,MWI1978,Malawi,MWI,Sub-Saharan Africa,Low income,1978,42.5,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3
5957,MWI1979,Malawi,MWI,Sub-Saharan Africa,Low income,1979,42.5,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3
5958,MWI1980,Malawi,MWI,Sub-Saharan Africa,Low income,1980,42.5,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3
5959,MWI1981,Malawi,MWI,Sub-Saharan Africa,Low income,1981,42.5,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3
5960,MWI1982,Malawi,MWI,Sub-Saharan Africa,Low income,1982,42.5,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3
5961,MWI1983,Malawi,MWI,Sub-Saharan Africa,Low income,1983,42.5,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3
5962,MWI1984,Malawi,MWI,Sub-Saharan Africa,Low income,1984,42.5,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3
5963,MWI1985,Malawi,MWI,Sub-Saharan Africa,Low income,1985,42.5,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3
5964,MWI1986,Malawi,MWI,Sub-Saharan Africa,Low income,1986,42.5,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3
5965,MWI1987,Malawi,MWI,Sub-Saharan Africa,Low income,1987,42.5,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3
5966,MWI1988,Malawi,MWI,Sub-Saharan Africa,Low income,1988,42.5,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3
5967,MWI1989,Malawi,MWI,Sub-Saharan Africa,Low income,1989,42.5,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3
5968,MWI1990,Malawi,MWI,Sub-Saharan Africa,Low income,1990,42.5,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3
5969,MWI1991,Malawi,MWI,Sub-Saharan Africa,Low income,1991,42.5,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3
5970,MWI1992,Malawi,MWI,Sub-Saharan Africa,Low income,1992,42.5,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3
5971,MWI1993,Malawi,MWI,Sub-Saharan Africa,Low income,1993,42.5,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3
5972,MWI1994,Malawi,MWI,Sub-Saharan Africa,Low income,1994,42.5,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3
5973,MWI1995,Malawi,MWI,Sub-Saharan Africa,Low income,1995,45.0,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3
5974,MWI1996,Malawi,MWI,Sub-Saharan Africa,Low income,1996,45.0,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3
5975,MWI1997,Malawi,MWI,Sub-Saharan Africa,Low income,1997,45.0,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3
5976,MWI1998,Malawi,MWI,Sub-Saharan Africa,Low income,1998,45.0,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3
5977,MWI1999,Malawi,MWI,Sub-Saharan Africa,Low income,1999,45.0,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3
5978,MWI2000,Malawi,MWI,Sub-Saharan Africa,Low income,2000,45.0,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3
5979,MWI2001,Malawi,MWI,Sub-Saharan Africa,Low income,2001,56.9,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3
5980,MWI2002,Malawi,MWI,Sub-Saharan Africa,Low income,2002,56.9,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3
5981,MWI2003,Malawi,MWI,Sub-Saharan Africa,Low income,2003,56.9,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3
5982,MWI2004,Malawi,MWI,Sub-Saharan Africa,Low income,2004,56.9,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3
5983,MWI2005,Malawi,MWI,Sub-Saharan Africa,Low income,2005,56.9,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3
5984,MWI2006,Malawi,MWI,Sub-Saharan Africa,Low income,2006,60.0,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3
5985,MWI2007,Malawi,MWI,Sub-Saharan Africa,Low income,2007,60.0,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3
5986,MWI2008,Malawi,MWI,Sub-Saharan Africa,Low income,2008,62.5,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3
5987,MWI2009,Malawi,MWI,Sub-Saharan Africa,Low income,2009,62.5,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3
5988,MWI2010,Malawi,MWI,Sub-Saharan Africa,Low income,2010,62.5,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3
5989,MWI2011,Malawi,MWI,Sub-Saharan Africa,Low income,2011,62.5,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3
5990,MWI2012,Malawi,MWI,Sub-Saharan Africa,Low income,2012,62.5,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3
5991,MWI2013,Malawi,MWI,Sub-Saharan Africa,Low income,2013,68.8,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3
5992,MWI2014,Malawi,MWI,Sub-Saharan Africa,Low income,2014,75.0,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3
5993,MWI2015,Malawi,MWI,Sub-Saharan Africa,Low income,2015,75.0,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3
5994,MWI2016,Malawi,MWI,Sub-Saharan Africa,Low income,2016,77.5,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3
5995,MWI2017,Malawi,MWI,Sub-Saharan Africa,Low income,2017,77.5,75,Yes,Yes,Yes,No,2017-2021,1,1,1,0,3
5996,MWI2018,Malawi,MWI,Sub-Saharan Africa,Low income,2018,77.5,75,Yes,Yes,Yes,No,2017-2021,1,1,1,0,3
5997,MWI2019,Malawi,MWI,Sub-Saharan Africa,Low income,2019,77.5,75,Yes,Yes,Yes,No,2017-2021,1,1,1,0,3
5998,MWI2020,Malawi,MWI,Sub-Saharan Africa,Low income,2020,77.5,75,Yes,Yes,Yes,No,2017-2021,1,1,1,0,3
5999,MWI2021,Malawi,MWI,Sub-Saharan Africa,Low income,2021,77.5,75,Yes,Yes,Yes,No,2017-2021,1,1,1,0,3
6000,MYS1972,Malaysia,MYS,East Asia & Pacific,Upper middle income,1972,41.9,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3
6001,MYS1973,Malaysia,MYS,East Asia & Pacific,Upper middle income,1973,41.9,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3
6002,MYS1974,Malaysia,MYS,East Asia & Pacific,Upper middle income,1974,41.9,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3
6003,MYS1975,Malaysia,MYS,East Asia & Pacific,Upper middle income,1975,41.9,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3
6004,MYS1976,Malaysia,MYS,East Asia & Pacific,Upper middle income,1976,41.9,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3
6005,MYS1977,Malaysia,MYS,East Asia & Pacific,Upper middle income,1977,41.9,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3
6006,MYS1978,Malaysia,MYS,East Asia & Pacific,Upper middle income,1978,41.9,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3
6007,MYS1979,Malaysia,MYS,East Asia & Pacific,Upper middle income,1979,41.9,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3
6008,MYS1980,Malaysia,MYS,East Asia & Pacific,Upper middle income,1980,41.9,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3
6009,MYS1981,Malaysia,MYS,East Asia & Pacific,Upper middle income,1981,41.9,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3
6010,MYS1982,Malaysia,MYS,East Asia & Pacific,Upper middle income,1982,41.9,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3
6011,MYS1983,Malaysia,MYS,East Asia & Pacific,Upper middle income,1983,41.9,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3
6012,MYS1984,Malaysia,MYS,East Asia & Pacific,Upper middle income,1984,41.9,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3
6013,MYS1985,Malaysia,MYS,East Asia & Pacific,Upper middle income,1985,41.9,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3
6014,MYS1986,Malaysia,MYS,East Asia & Pacific,Upper middle income,1986,44.4,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3
6015,MYS1987,Malaysia,MYS,East Asia & Pacific,Upper middle income,1987,44.4,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3
6016,MYS1988,Malaysia,MYS,East Asia & Pacific,Upper middle income,1988,44.4,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3
6017,MYS1989,Malaysia,MYS,East Asia & Pacific,Upper middle income,1989,44.4,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3
6018,MYS1990,Malaysia,MYS,East Asia & Pacific,Upper middle income,1990,44.4,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3
6019,MYS1991,Malaysia,MYS,East Asia & Pacific,Upper middle income,1991,44.4,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3
6020,MYS1992,Malaysia,MYS,East Asia & Pacific,Upper middle income,1992,44.4,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3
6021,MYS1993,Malaysia,MYS,East Asia & Pacific,Upper middle income,1993,44.4,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3
6022,MYS1994,Malaysia,MYS,East Asia & Pacific,Upper middle income,1994,44.4,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3
6023,MYS1995,Malaysia,MYS,East Asia & Pacific,Upper middle income,1995,44.4,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3
6024,MYS1996,Malaysia,MYS,East Asia & Pacific,Upper middle income,1996,46.9,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3
6025,MYS1997,Malaysia,MYS,East Asia & Pacific,Upper middle income,1997,46.9,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3
6026,MYS1998,Malaysia,MYS,East Asia & Pacific,Upper middle income,1998,46.9,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3
6027,MYS1999,Malaysia,MYS,East Asia & Pacific,Upper middle income,1999,46.9,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3
6028,MYS2000,Malaysia,MYS,East Asia & Pacific,Upper middle income,2000,46.9,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3
6029,MYS2001,Malaysia,MYS,East Asia & Pacific,Upper middle income,2001,46.9,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3
6030,MYS2002,Malaysia,MYS,East Asia & Pacific,Upper middle income,2002,46.9,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3
6031,MYS2003,Malaysia,MYS,East Asia & Pacific,Upper middle income,2003,46.9,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3
6032,MYS2004,Malaysia,MYS,East Asia & Pacific,Upper middle income,2004,46.9,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3
6033,MYS2005,Malaysia,MYS,East Asia & Pacific,Upper middle income,2005,46.9,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3
6034,MYS2006,Malaysia,MYS,East Asia & Pacific,Upper middle income,2006,46.9,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3
6035,MYS2007,Malaysia,MYS,East Asia & Pacific,Upper middle income,2007,46.9,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3
6036,MYS2008,Malaysia,MYS,East Asia & Pacific,Upper middle income,2008,46.9,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3
6037,MYS2009,Malaysia,MYS,East Asia & Pacific,Upper middle income,2009,46.9,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3
6038,MYS2010,Malaysia,MYS,East Asia & Pacific,Upper middle income,2010,46.9,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3
6039,MYS2011,Malaysia,MYS,East Asia & Pacific,Upper middle income,2011,46.9,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3
6040,MYS2012,Malaysia,MYS,East Asia & Pacific,Upper middle income,2012,46.9,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3
6041,MYS2013,Malaysia,MYS,East Asia & Pacific,Upper middle income,2013,50.0,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3
6042,MYS2014,Malaysia,MYS,East Asia & Pacific,Upper middle income,2014,50.0,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3
6043,MYS2015,Malaysia,MYS,East Asia & Pacific,Upper middle income,2015,50.0,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3
6044,MYS2016,Malaysia,MYS,East Asia & Pacific,Upper middle income,2016,50.0,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3
6045,MYS2017,Malaysia,MYS,East Asia & Pacific,Upper middle income,2017,50.0,75,Yes,Yes,Yes,No,2017-2021,1,1,1,0,3
6046,MYS2018,Malaysia,MYS,East Asia & Pacific,Upper middle income,2018,50.0,75,Yes,Yes,Yes,No,2017-2021,1,1,1,0,3
6047,MYS2019,Malaysia,MYS,East Asia & Pacific,Upper middle income,2019,50.0,75,Yes,Yes,Yes,No,2017-2021,1,1,1,0,3
6048,MYS2020,Malaysia,MYS,East Asia & Pacific,Upper middle income,2020,50.0,75,Yes,Yes,Yes,No,2017-2021,1,1,1,0,3
6049,MYS2021,Malaysia,MYS,East Asia & Pacific,Upper middle income,2021,50.0,75,Yes,Yes,Yes,No,2017-2021,1,1,1,0,3
6050,NAM1972,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1972,33.8,0,No,No,No,No,1972-1976,0,0,0,0,0
6051,NAM1973,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1973,33.8,0,No,No,No,No,1972-1976,0,0,0,0,0
6052,NAM1974,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1974,33.8,0,No,No,No,No,1972-1976,0,0,0,0,0
6053,NAM1975,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1975,33.8,0,No,No,No,No,1972-1976,0,0,0,0,0
6054,NAM1976,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1976,33.8,0,No,No,No,No,1972-1976,0,0,0,0,0
6055,NAM1977,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1977,33.8,0,No,No,No,No,1977-1981,0,0,0,0,0
6056,NAM1978,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1978,33.8,0,No,No,No,No,1977-1981,0,0,0,0,0
6057,NAM1979,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1979,33.8,0,No,No,No,No,1977-1981,0,0,0,0,0
6058,NAM1980,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1980,33.8,0,No,No,No,No,1977-1981,0,0,0,0,0
6059,NAM1981,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1981,33.8,0,No,No,No,No,1977-1981,0,0,0,0,0
6060,NAM1982,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1982,33.8,0,No,No,No,No,1982-1986,0,0,0,0,0
6061,NAM1983,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1983,33.8,0,No,No,No,No,1982-1986,0,0,0,0,0
6062,NAM1984,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1984,33.8,0,No,No,No,No,1982-1986,0,0,0,0,0
6063,NAM1985,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1985,33.8,0,No,No,No,No,1982-1986,0,0,0,0,0
6064,NAM1986,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1986,33.8,0,No,No,No,No,1982-1986,0,0,0,0,0
6065,NAM1987,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1987,33.8,0,No,No,No,No,1987-1991,0,0,0,0,0
6066,NAM1988,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1988,33.8,0,No,No,No,No,1987-1991,0,0,0,0,0
6067,NAM1989,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1989,33.8,0,No,No,No,No,1987-1991,0,0,0,0,0
6068,NAM1990,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1990,33.8,0,No,No,No,No,1987-1991,0,0,0,0,0
6069,NAM1991,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1991,33.8,0,No,No,No,No,1987-1991,0,0,0,0,0
6070,NAM1992,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1992,33.8,0,No,No,No,No,1992-1996,0,0,0,0,0
6071,NAM1993,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1993,45.6,0,No,No,No,No,1992-1996,0,0,0,0,0
