,Unnamed: 0,ID,economy,wbcodev2,Region,Income_group,reportyr,WBL INDEX,ENTREPRENEURSHIP,sign_contract,register_business,open_bank_account,discrimination_credit_prohibited,period
5702,5702,MLI2012,Mali,MLI,Sub-Saharan Africa,Low income,2012,49.4,75,Yes,Yes,Yes,No,2012-2016
5703,5703,MLI2013,Mali,MLI,Sub-Saharan Africa,Low income,2013,54.4,75,Yes,Yes,Yes,No,2012-2016
5704,5704,MLI2014,Mali,MLI,Sub-Saharan Africa,Low income,2014,54.4,75,Yes,Yes,Yes,No,2012-2016
5705,5705,MLI2015,Mali,MLI,Sub-Saharan Africa,Low income,2015,54.4,75,Yes,Yes,Yes,No,2012-2016
5706,5706,MLI2016,Mali,MLI,Sub-Saharan Africa,Low income,2016,54.4,75,Yes,Yes,Yes,No,2012-2016
5707,5707,MLI2017,Mali,MLI,Sub-Saharan Africa,Low income,2017,54.4,75,Yes,Yes,Yes,No,2017-2021
5708,5708,MLI2018,Mali,MLI,Sub-Saharan Africa,Low income,2018,54.4,75,Yes,Yes,Yes,No,2017-2021
5709,5709,MLI2019,Mali,MLI,Sub-Saharan Africa,Low income,2019,60.6,75,Yes,Yes,Yes,No,2017-2021
5710,5710,MLI2020,Mali,MLI,Sub-Saharan Africa,Low income,2020,60.6,75,Yes,Yes,Yes,No,2017-2021
5711,5711,MLI2021,Mali,MLI,Sub-Saharan Africa,Low income,2021,60.6,75,Yes,Yes,Yes,No,2017-2021
5713,5713,MLT1972,Malta,MLT,Middle East & North Africa,High income,1972,52.5,75,Yes,Yes,Yes,No,1972-1976
5714,5714,MLT1973,Malta,MLT,Middle East & North Africa,High income,1973,52.5,75,Yes,Yes,Yes,No,1972-1976
5715,5715,MLT1974,Malta,MLT,Middle East & North Africa,High income,1974,52.5,75,Yes,Yes,Yes,No,1972-1976
5716,5716,MLT1975,Malta,MLT,Middle East & North Africa,High income,1975,52.5,75,Yes,Yes,Yes,No,1972-1976
5717,5717,MLT1976,Malta,MLT,Middle East & North Africa,High income,1976,52.5,75,Yes,Yes,Yes,No,1972-1976
5718,5718,MLT1977,Malta,MLT,Middle East & North Africa,High income,1977,52.5,75,Yes,Yes,Yes,No,1977-1981
5719,5719,MLT1978,Malta,MLT,Middle East & North Africa,High income,1978,52.5,75,Yes,Yes,Yes,No,1977-1981
5720,5720,MLT1979,Malta,MLT,Middle East & North Africa,High income,1979,52.5,75,Yes,Yes,Yes,No,1977-1981
5721,5721,MLT1980,Malta,MLT,Middle East & North Africa,High income,1980,52.5,75,Yes,Yes,Yes,No,1977-1981
5722,5722,MLT1981,Malta,MLT,Middle East & North Africa,High income,1981,52.5,75,Yes,Yes,Yes,No,1977-1981
5723,5723,MLT1982,Malta,MLT,Middle East & North Africa,High income,1982,52.5,75,Yes,Yes,Yes,No,1982-1986
5724,5724,MLT1983,Malta,MLT,Middle East & North Africa,High income,1983,52.5,75,Yes,Yes,Yes,No,1982-1986
5725,5725,MLT1984,Malta,MLT,Middle East & North Africa,High income,1984,52.5,75,Yes,Yes,Yes,No,1982-1986
5726,5726,MLT1985,Malta,MLT,Middle East & North Africa,High income,1985,52.5,75,Yes,Yes,Yes,No,1982-1986
5727,5727,MLT1986,Malta,MLT,Middle East & North Africa,High income,1986,52.5,75,Yes,Yes,Yes,No,1982-1986
5728,5728,MLT1987,Malta,MLT,Middle East & North Africa,High income,1987,55.0,75,Yes,Yes,Yes,No,1987-1991
5729,5729,MLT1988,Malta,MLT,Middle East & North Africa,High income,1988,51.9,75,Yes,Yes,Yes,No,1987-1991
5730,5730,MLT1989,Malta,MLT,Middle East & North Africa,High income,1989,51.9,75,Yes,Yes,Yes,No,1987-1991
5731,5731,MLT1990,Malta,MLT,Middle East & North Africa,High income,1990,51.9,75,Yes,Yes,Yes,No,1987-1991
5732,5732,MLT1991,Malta,MLT,Middle East & North Africa,High income,1991,51.9,75,Yes,Yes,Yes,No,1987-1991
5733,5733,MLT1992,Malta,MLT,Middle East & North Africa,High income,1992,51.9,75,Yes,Yes,Yes,No,1992-1996
5734,5734,MLT1993,Malta,MLT,Middle East & North Africa,High income,1993,51.9,75,Yes,Yes,Yes,No,1992-1996
5735,5735,MLT1994,Malta,MLT,Middle East & North Africa,High income,1994,51.9,75,Yes,Yes,Yes,No,1992-1996
5736,5736,MLT1995,Malta,MLT,Middle East & North Africa,High income,1995,57.5,75,Yes,Yes,Yes,No,1992-1996
5737,5737,MLT1996,Malta,MLT,Middle East & North Africa,High income,1996,57.5,75,Yes,Yes,Yes,No,1992-1996
5738,5738,MLT1997,Malta,MLT,Middle East & North Africa,High income,1997,57.5,75,Yes,Yes,Yes,No,1997-2001
5739,5739,MLT1998,Malta,MLT,Middle East & North Africa,High income,1998,57.5,75,Yes,Yes,Yes,No,1997-2001
5740,5740,MLT1999,Malta,MLT,Middle East & North Africa,High income,1999,57.5,75,Yes,Yes,Yes,No,1997-2001
5741,5741,MLT2000,Malta,MLT,Middle East & North Africa,High income,2000,57.5,75,Yes,Yes,Yes,No,1997-2001
5742,5742,MLT2001,Malta,MLT,Middle East & North Africa,High income,2001,60.0,75,Yes,Yes,Yes,No,1997-2001
5743,5743,MLT2002,Malta,MLT,Middle East & North Africa,High income,2002,60.0,75,Yes,Yes,Yes,No,2002-2006
5744,5744,MLT2003,Malta,MLT,Middle East & North Africa,High income,2003,63.1,75,Yes,Yes,Yes,No,2002-2006
5745,5745,MLT2004,Malta,MLT,Middle East & North Africa,High income,2004,66.3,75,Yes,Yes,Yes,No,2002-2006
5746,5746,MLT2005,Malta,MLT,Middle East & North Africa,High income,2005,72.5,100,Yes,Yes,Yes,Yes,2002-2006
5747,5747,MLT2006,Malta,MLT,Middle East & North Africa,High income,2006,72.5,100,Yes,Yes,Yes,Yes,2002-2006
5748,5748,MLT2007,Malta,MLT,Middle East & North Africa,High income,2007,75.0,100,Yes,Yes,Yes,Yes,2007-2011
5749,5749,MLT2008,Malta,MLT,Middle East & North Africa,High income,2008,75.0,100,Yes,Yes,Yes,Yes,2007-2011
5750,5750,MLT2009,Malta,MLT,Middle East & North Africa,High income,2009,77.5,100,Yes,Yes,Yes,Yes,2007-2011
5751,5751,MLT2010,Malta,MLT,Middle East & North Africa,High income,2010,77.5,100,Yes,Yes,Yes,Yes,2007-2011
5752,5752,MLT2011,Malta,MLT,Middle East & North Africa,High income,2011,77.5,100,Yes,Yes,Yes,Yes,2007-2011
5753,5753,MLT2012,Malta,MLT,Middle East & North Africa,High income,2012,77.5,100,Yes,Yes,Yes,Yes,2012-2016
5754,5754,MLT2013,Malta,MLT,Middle East & North Africa,High income,2013,82.5,100,Yes,Yes,Yes,Yes,2012-2016
5755,5755,MLT2014,Malta,MLT,Middle East & North Africa,High income,2014,82.5,100,Yes,Yes,Yes,Yes,2012-2016
5756,5756,MLT2015,Malta,MLT,Middle East & North Africa,High income,2015,88.8,100,Yes,Yes,Yes,Yes,2012-2016
5757,5757,MLT2016,Malta,MLT,Middle East & North Africa,High income,2016,88.8,100,Yes,Yes,Yes,Yes,2012-2016
5758,5758,MLT2017,Malta,MLT,Middle East & North Africa,High income,2017,88.8,100,Yes,Yes,Yes,Yes,2017-2021
5759,5759,MLT2018,Malta,MLT,Middle East & North Africa,High income,2018,88.8,100,Yes,Yes,Yes,Yes,2017-2021
5760,5760,MLT2019,Malta,MLT,Middle East & North Africa,High income,2019,88.8,100,Yes,Yes,Yes,Yes,2017-2021
5761,5761,MLT2020,Malta,MLT,Middle East & North Africa,High income,2020,88.8,100,Yes,Yes,Yes,Yes,2017-2021
5762,5762,MLT2021,Malta,MLT,Middle East & North Africa,High income,2021,88.8,100,Yes,Yes,Yes,Yes,2017-2021
5764,5764,MMR1972,Myanmar,MMR,East Asia & Pacific,Lower middle income,1972,53.8,75,Yes,Yes,Yes,No,1972-1976
5765,5765,MMR1973,Myanmar,MMR,East Asia & Pacific,Lower middle income,1973,53.8,75,Yes,Yes,Yes,No,1972-1976
5766,5766,MMR1974,Myanmar,MMR,East Asia & Pacific,Lower middle income,1974,53.8,75,Yes,Yes,Yes,No,1972-1976
5767,5767,MMR1975,Myanmar,MMR,East Asia & Pacific,Lower middle income,1975,53.8,75,Yes,Yes,Yes,No,1972-1976
5768,5768,MMR1976,Myanmar,MMR,East Asia & Pacific,Lower middle income,1976,53.8,75,Yes,Yes,Yes,No,1972-1976
5769,5769,MMR1977,Myanmar,MMR,East Asia & Pacific,Lower middle income,1977,53.8,75,Yes,Yes,Yes,No,1977-1981
5770,5770,MMR1978,Myanmar,MMR,East Asia & Pacific,Lower middle income,1978,53.8,75,Yes,Yes,Yes,No,1977-1981
5771,5771,MMR1979,Myanmar,MMR,East Asia & Pacific,Lower middle income,1979,53.8,75,Yes,Yes,Yes,No,1977-1981
5772,5772,MMR1980,Myanmar,MMR,East Asia & Pacific,Lower middle income,1980,53.8,75,Yes,Yes,Yes,No,1977-1981
5773,5773,MMR1981,Myanmar,MMR,East Asia & Pacific,Lower middle income,1981,53.8,75,Yes,Yes,Yes,No,1977-1981
5774,5774,MMR1982,Myanmar,MMR,East Asia & Pacific,Lower middle income,1982,53.8,75,Yes,Yes,Yes,No,1982-1986
5775,5775,MMR1983,Myanmar,MMR,East Asia & Pacific,Lower middle income,1983,53.8,75,Yes,Yes,Yes,No,1982-1986
5776,5776,MMR1984,Myanmar,MMR,East Asia & Pacific,Lower middle income,1984,53.8,75,Yes,Yes,Yes,No,1982-1986
5777,5777,MMR1985,Myanmar,MMR,East Asia & Pacific,Lower middle income,1985,53.8,75,Yes,Yes,Yes,No,1982-1986
5778,5778,MMR1986,Myanmar,MMR,East Asia & Pacific,Lower middle income,1986,53.8,75,Yes,Yes,Yes,No,1982-1986
5779,5779,MMR1987,Myanmar,MMR,East Asia & Pacific,Lower middle income,1987,53.8,75,Yes,Yes,Yes,No,1987-1991
5780,5780,MMR1988,Myanmar,MMR,East Asia & Pacific,Lower middle income,1988,53.8,75,Yes,Yes,Yes,No,1987-1991
5781,5781,MMR1989,Myanmar,MMR,East Asia & Pacific,Lower middle income,1989,53.8,75,Yes,Yes,Yes,No,1987-1991
5782,5782,MMR1990,Myanmar,MMR,East Asia & Pacific,Lower middle income,1990,53.8,75,Yes,Yes,Yes,No,1987-1991
5783,5783,MMR1991,Myanmar,MMR,East Asia & Pacific,Lower middle income,1991,53.8,75,Yes,Yes,Yes,No,1987-1991
5784,5784,MMR1992,Myanmar,MMR,East Asia & Pacific,Lower middle income,1992,53.8,75,Yes,Yes,Yes,No,1992-1996
5785,5785,MMR1993,Myanmar,MMR,East Asia & Pacific,Lower middle income,1993,53.8,75,Yes,Yes,Yes,No,1992-1996
5786,5786,MMR1994,Myanmar,MMR,East Asia & Pacific,Lower middle income,1994,53.8,75,Yes,Yes,Yes,No,1992-1996
5787,5787,MMR1995,Myanmar,MMR,East Asia & Pacific,Lower middle income,1995,53.8,75,Yes,Yes,Yes,No,1992-1996
5788,5788,MMR1996,Myanmar,MMR,East Asia & Pacific,Lower middle income,1996,53.8,75,Yes,Yes,Yes,No,1992-1996
5789,5789,MMR1997,Myanmar,MMR,East Asia & Pacific,Lower middle income,1997,53.8,75,Yes,Yes,Yes,No,1997-2001
5790,5790,MMR1998,Myanmar,MMR,East Asia & Pacific,Lower middle income,1998,53.8,75,Yes,Yes,Yes,No,1997-2001
5791,5791,MMR1999,Myanmar,MMR,East Asia & Pacific,Lower middle income,1999,53.8,75,Yes,Yes,Yes,No,1997-2001
5792,5792,MMR2000,Myanmar,MMR,East Asia & Pacific,Lower middle income,2000,53.8,75,Yes,Yes,Yes,No,1997-2001
5793,5793,MMR2001,Myanmar,MMR,East Asia & Pacific,Lower middle income,2001,53.8,75,Yes,Yes,Yes,No,1997-2001
5794,5794,MMR2002,Myanmar,MMR,East Asia & Pacific,Lower middle income,2002,53.8,75,Yes,Yes,Yes,No,2002-2006
5795,5795,MMR2003,Myanmar,MMR,East Asia & Pacific,Lower middle income,2003,53.8,75,Yes,Yes,Yes,No,2002-2006
5796,5796,MMR2004,Myanmar,MMR,East Asia & Pacific,Lower middle income,2004,53.8,75,Yes,Yes,Yes,No,2002-2006
5797,5797,MMR2005,Myanmar,MMR,East Asia & Pacific,Lower middle income,2005,53.8,75,Yes,Yes,Yes,No,2002-2006
5798,5798,MMR2006,Myanmar,MMR,East Asia & Pacific,Lower middle income,2006,53.8,75,Yes,Yes,Yes,No,2002-2006
5799,5799,MMR2007,Myanmar,MMR,East Asia & Pacific,Lower middle income,2007,53.8,75,Yes,Yes,Yes,No,2007-2011
5800,5800,MMR2008,Myanmar,MMR,East Asia & Pacific,Lower middle income,2008,53.8,75,Yes,Yes,Yes,No,2007-2011
5801,5801,MMR2009,Myanmar,MMR,East Asia & Pacific,Lower middle income,2009,53.8,75,Yes,Yes,Yes,No,2007-2011
5802,5802,MMR2010,Myanmar,MMR,East Asia & Pacific,Lower middle income,2010,53.8,75,Yes,Yes,Yes,No,2007-2011
5803,5803,MMR2011,Myanmar,MMR,East Asia & Pacific,Lower middle income,2011,53.8,75,Yes,Yes,Yes,No,2007-2011
5804,5804,MMR2012,Myanmar,MMR,East Asia & Pacific,Lower middle income,2012,53.8,75,Yes,Yes,Yes,No,2012-2016
5805,5805,MMR2013,Myanmar,MMR,East Asia & Pacific,Lower middle income,2013,53.8,75,Yes,Yes,Yes,No,2012-2016
5806,5806,MMR2014,Myanmar,MMR,East Asia & Pacific,Lower middle income,2014,58.8,75,Yes,Yes,Yes,No,2012-2016
5807,5807,MMR2015,Myanmar,MMR,East Asia & Pacific,Lower middle income,2015,58.8,75,Yes,Yes,Yes,No,2012-2016
5808,5808,MMR2016,Myanmar,MMR,East Asia & Pacific,Lower middle income,2016,58.8,75,Yes,Yes,Yes,No,2012-2016
5809,5809,MMR2017,Myanmar,MMR,East Asia & Pacific,Lower middle income,2017,58.8,75,Yes,Yes,Yes,No,2017-2021
5810,5810,MMR2018,Myanmar,MMR,East Asia & Pacific,Lower middle income,2018,58.8,75,Yes,Yes,Yes,No,2017-2021
5811,5811,MMR2019,Myanmar,MMR,East Asia & Pacific,Lower middle income,2019,58.8,75,Yes,Yes,Yes,No,2017-2021
5812,5812,MMR2020,Myanmar,MMR,East Asia & Pacific,Lower middle income,2020,58.8,75,Yes,Yes,Yes,No,2017-2021
5813,5813,MMR2021,Myanmar,MMR,East Asia & Pacific,Lower middle income,2021,58.8,75,Yes,Yes,Yes,No,2017-2021
5815,5815,MNE1972,Montenegro,MNE,Europe & Central Asia,Upper middle income,1972,58.1,75,Yes,Yes,Yes,No,1972-1976
5816,5816,MNE1973,Montenegro,MNE,Europe & Central Asia,Upper middle income,1973,58.1,75,Yes,Yes,Yes,No,1972-1976
5817,5817,MNE1974,Montenegro,MNE,Europe & Central Asia,Upper middle income,1974,58.1,75,Yes,Yes,Yes,No,1972-1976
5818,5818,MNE1975,Montenegro,MNE,Europe & Central Asia,Upper middle income,1975,58.1,75,Yes,Yes,Yes,No,1972-1976
5819,5819,MNE1976,Montenegro,MNE,Europe & Central Asia,Upper middle income,1976,58.1,75,Yes,Yes,Yes,No,1972-1976
5820,5820,MNE1977,Montenegro,MNE,Europe & Central Asia,Upper middle income,1977,58.1,75,Yes,Yes,Yes,No,1977-1981
5821,5821,MNE1978,Montenegro,MNE,Europe & Central Asia,Upper middle income,1978,58.1,75,Yes,Yes,Yes,No,1977-1981
5822,5822,MNE1979,Montenegro,MNE,Europe & Central Asia,Upper middle income,1979,58.1,75,Yes,Yes,Yes,No,1977-1981
5823,5823,MNE1980,Montenegro,MNE,Europe & Central Asia,Upper middle income,1980,58.1,75,Yes,Yes,Yes,No,1977-1981
5824,5824,MNE1981,Montenegro,MNE,Europe & Central Asia,Upper middle income,1981,58.1,75,Yes,Yes,Yes,No,1977-1981
5825,5825,MNE1982,Montenegro,MNE,Europe & Central Asia,Upper middle income,1982,58.1,75,Yes,Yes,Yes,No,1982-1986
5826,5826,MNE1983,Montenegro,MNE,Europe & Central Asia,Upper middle income,1983,58.1,75,Yes,Yes,Yes,No,1982-1986
5827,5827,MNE1984,Montenegro,MNE,Europe & Central Asia,Upper middle income,1984,58.1,75,Yes,Yes,Yes,No,1982-1986
5828,5828,MNE1985,Montenegro,MNE,Europe & Central Asia,Upper middle income,1985,58.1,75,Yes,Yes,Yes,No,1982-1986
5829,5829,MNE1986,Montenegro,MNE,Europe & Central Asia,Upper middle income,1986,58.1,75,Yes,Yes,Yes,No,1982-1986
5830,5830,MNE1987,Montenegro,MNE,Europe & Central Asia,Upper middle income,1987,58.1,75,Yes,Yes,Yes,No,1987-1991
5831,5831,MNE1988,Montenegro,MNE,Europe & Central Asia,Upper middle income,1988,58.1,75,Yes,Yes,Yes,No,1987-1991
5832,5832,MNE1989,Montenegro,MNE,Europe & Central Asia,Upper middle income,1989,58.1,75,Yes,Yes,Yes,No,1987-1991
5833,5833,MNE1990,Montenegro,MNE,Europe & Central Asia,Upper middle income,1990,58.1,75,Yes,Yes,Yes,No,1987-1991
5834,5834,MNE1991,Montenegro,MNE,Europe & Central Asia,Upper middle income,1991,58.1,75,Yes,Yes,Yes,No,1987-1991
5835,5835,MNE1992,Montenegro,MNE,Europe & Central Asia,Upper middle income,1992,61.3,75,Yes,Yes,Yes,No,1992-1996
5836,5836,MNE1993,Montenegro,MNE,Europe & Central Asia,Upper middle income,1993,61.3,75,Yes,Yes,Yes,No,1992-1996
5837,5837,MNE1994,Montenegro,MNE,Europe & Central Asia,Upper middle income,1994,61.3,75,Yes,Yes,Yes,No,1992-1996
5838,5838,MNE1995,Montenegro,MNE,Europe & Central Asia,Upper middle income,1995,61.3,75,Yes,Yes,Yes,No,1992-1996
5839,5839,MNE1996,Montenegro,MNE,Europe & Central Asia,Upper middle income,1996,61.3,75,Yes,Yes,Yes,No,1992-1996
5840,5840,MNE1997,Montenegro,MNE,Europe & Central Asia,Upper middle income,1997,61.3,75,Yes,Yes,Yes,No,1997-2001
5841,5841,MNE1998,Montenegro,MNE,Europe & Central Asia,Upper middle income,1998,61.3,75,Yes,Yes,Yes,No,1997-2001
5842,5842,MNE1999,Montenegro,MNE,Europe & Central Asia,Upper middle income,1999,61.3,75,Yes,Yes,Yes,No,1997-2001
5843,5843,MNE2000,Montenegro,MNE,Europe & Central Asia,Upper middle income,2000,61.3,75,Yes,Yes,Yes,No,1997-2001
5844,5844,MNE2001,Montenegro,MNE,Europe & Central Asia,Upper middle income,2001,61.3,75,Yes,Yes,Yes,No,1997-2001
5845,5845,MNE2002,Montenegro,MNE,Europe & Central Asia,Upper middle income,2002,61.3,75,Yes,Yes,Yes,No,2002-2006
5846,5846,MNE2003,Montenegro,MNE,Europe & Central Asia,Upper middle income,2003,61.3,75,Yes,Yes,Yes,No,2002-2006
5847,5847,MNE2004,Montenegro,MNE,Europe & Central Asia,Upper middle income,2004,64.4,75,Yes,Yes,Yes,No,2002-2006
5848,5848,MNE2005,Montenegro,MNE,Europe & Central Asia,Upper middle income,2005,67.5,75,Yes,Yes,Yes,No,2002-2006
5849,5849,MNE2006,Montenegro,MNE,Europe & Central Asia,Upper middle income,2006,67.5,75,Yes,Yes,Yes,No,2002-2006
5850,5850,MNE2007,Montenegro,MNE,Europe & Central Asia,Upper middle income,2007,67.5,75,Yes,Yes,Yes,No,2007-2011
5851,5851,MNE2008,Montenegro,MNE,Europe & Central Asia,Upper middle income,2008,67.5,75,Yes,Yes,Yes,No,2007-2011
5852,5852,MNE2009,Montenegro,MNE,Europe & Central Asia,Upper middle income,2009,70.6,75,Yes,Yes,Yes,No,2007-2011
5853,5853,MNE2010,Montenegro,MNE,Europe & Central Asia,Upper middle income,2010,70.6,75,Yes,Yes,Yes,No,2007-2011
5854,5854,MNE2011,Montenegro,MNE,Europe & Central Asia,Upper middle income,2011,70.6,75,Yes,Yes,Yes,No,2007-2011
5855,5855,MNE2012,Montenegro,MNE,Europe & Central Asia,Upper middle income,2012,76.3,100,Yes,Yes,Yes,Yes,2012-2016
5856,5856,MNE2013,Montenegro,MNE,Europe & Central Asia,Upper middle income,2013,78.8,100,Yes,Yes,Yes,Yes,2012-2016
5857,5857,MNE2014,Montenegro,MNE,Europe & Central Asia,Upper middle income,2014,81.9,100,Yes,Yes,Yes,Yes,2012-2016
5858,5858,MNE2015,Montenegro,MNE,Europe & Central Asia,Upper middle income,2015,81.9,100,Yes,Yes,Yes,Yes,2012-2016
5859,5859,MNE2016,Montenegro,MNE,Europe & Central Asia,Upper middle income,2016,81.9,100,Yes,Yes,Yes,Yes,2012-2016
5860,5860,MNE2017,Montenegro,MNE,Europe & Central Asia,Upper middle income,2017,81.9,100,Yes,Yes,Yes,Yes,2017-2021
5861,5861,MNE2018,Montenegro,MNE,Europe & Central Asia,Upper middle income,2018,81.9,100,Yes,Yes,Yes,Yes,2017-2021
5862,5862,MNE2019,Montenegro,MNE,Europe & Central Asia,Upper middle income,2019,81.9,100,Yes,Yes,Yes,Yes,2017-2021
5863,5863,MNE2020,Montenegro,MNE,Europe & Central Asia,Upper middle income,2020,81.9,100,Yes,Yes,Yes,Yes,2017-2021
5864,5864,MNE2021,Montenegro,MNE,Europe & Central Asia,Upper middle income,2021,88.1,100,Yes,Yes,Yes,Yes,2017-2021
5866,5866,MNG1972,Mongolia,MNG,East Asia & Pacific,Lower middle income,1972,61.9,75,Yes,Yes,Yes,No,1972-1976
5867,5867,MNG1973,Mongolia,MNG,East Asia & Pacific,Lower middle income,1973,61.9,75,Yes,Yes,Yes,No,1972-1976
5868,5868,MNG1974,Mongolia,MNG,East Asia & Pacific,Lower middle income,1974,61.9,75,Yes,Yes,Yes,No,1972-1976
5869,5869,MNG1975,Mongolia,MNG,East Asia & Pacific,Lower middle income,1975,61.9,75,Yes,Yes,Yes,No,1972-1976
5870,5870,MNG1976,Mongolia,MNG,East Asia & Pacific,Lower middle income,1976,61.9,75,Yes,Yes,Yes,No,1972-1976
5871,5871,MNG1977,Mongolia,MNG,East Asia & Pacific,Lower middle income,1977,61.9,75,Yes,Yes,Yes,No,1977-1981
5872,5872,MNG1978,Mongolia,MNG,East Asia & Pacific,Lower middle income,1978,61.9,75,Yes,Yes,Yes,No,1977-1981
5873,5873,MNG1979,Mongolia,MNG,East Asia & Pacific,Lower middle income,1979,61.9,75,Yes,Yes,Yes,No,1977-1981
5874,5874,MNG1980,Mongolia,MNG,East Asia & Pacific,Lower middle income,1980,61.9,75,Yes,Yes,Yes,No,1977-1981
5875,5875,MNG1981,Mongolia,MNG,East Asia & Pacific,Lower middle income,1981,61.9,75,Yes,Yes,Yes,No,1977-1981
5876,5876,MNG1982,Mongolia,MNG,East Asia & Pacific,Lower middle income,1982,61.9,75,Yes,Yes,Yes,No,1982-1986
5877,5877,MNG1983,Mongolia,MNG,East Asia & Pacific,Lower middle income,1983,61.9,75,Yes,Yes,Yes,No,1982-1986
5878,5878,MNG1984,Mongolia,MNG,East Asia & Pacific,Lower middle income,1984,61.9,75,Yes,Yes,Yes,No,1982-1986
5879,5879,MNG1985,Mongolia,MNG,East Asia & Pacific,Lower middle income,1985,61.9,75,Yes,Yes,Yes,No,1982-1986
5880,5880,MNG1986,Mongolia,MNG,East Asia & Pacific,Lower middle income,1986,61.9,75,Yes,Yes,Yes,No,1982-1986
5881,5881,MNG1987,Mongolia,MNG,East Asia & Pacific,Lower middle income,1987,61.9,75,Yes,Yes,Yes,No,1987-1991
5882,5882,MNG1988,Mongolia,MNG,East Asia & Pacific,Lower middle income,1988,61.9,75,Yes,Yes,Yes,No,1987-1991
5883,5883,MNG1989,Mongolia,MNG,East Asia & Pacific,Lower middle income,1989,61.9,75,Yes,Yes,Yes,No,1987-1991
5884,5884,MNG1990,Mongolia,MNG,East Asia & Pacific,Lower middle income,1990,61.9,75,Yes,Yes,Yes,No,1987-1991
5885,5885,MNG1991,Mongolia,MNG,East Asia & Pacific,Lower middle income,1991,61.9,75,Yes,Yes,Yes,No,1987-1991
5886,5886,MNG1992,Mongolia,MNG,East Asia & Pacific,Lower middle income,1992,67.5,75,Yes,Yes,Yes,No,1992-1996
5887,5887,MNG1993,Mongolia,MNG,East Asia & Pacific,Lower middle income,1993,67.5,75,Yes,Yes,Yes,No,1992-1996
5888,5888,MNG1994,Mongolia,MNG,East Asia & Pacific,Lower middle income,1994,67.5,75,Yes,Yes,Yes,No,1992-1996
5889,5889,MNG1995,Mongolia,MNG,East Asia & Pacific,Lower middle income,1995,67.5,75,Yes,Yes,Yes,No,1992-1996
5890,5890,MNG1996,Mongolia,MNG,East Asia & Pacific,Lower middle income,1996,67.5,75,Yes,Yes,Yes,No,1992-1996
5891,5891,MNG1997,Mongolia,MNG,East Asia & Pacific,Lower middle income,1997,67.5,75,Yes,Yes,Yes,No,1997-2001
5892,5892,MNG1998,Mongolia,MNG,East Asia & Pacific,Lower middle income,1998,67.5,75,Yes,Yes,Yes,No,1997-2001
5893,5893,MNG1999,Mongolia,MNG,East Asia & Pacific,Lower middle income,1999,67.5,75,Yes,Yes,Yes,No,1997-2001
5894,5894,MNG2000,Mongolia,MNG,East Asia & Pacific,Lower middle income,2000,67.5,75,Yes,Yes,Yes,No,1997-2001
5895,5895,MNG2001,Mongolia,MNG,East Asia & Pacific,Lower middle income,2001,67.5,75,Yes,Yes,Yes,No,1997-2001
5896,5896,MNG2002,Mongolia,MNG,East Asia & Pacific,Lower middle income,2002,67.5,75,Yes,Yes,Yes,No,2002-2006
5897,5897,MNG2003,Mongolia,MNG,East Asia & Pacific,Lower middle income,2003,67.5,75,Yes,Yes,Yes,No,2002-2006
5898,5898,MNG2004,Mongolia,MNG,East Asia & Pacific,Lower middle income,2004,67.5,75,Yes,Yes,Yes,No,2002-2006
5899,5899,MNG2005,Mongolia,MNG,East Asia & Pacific,Lower middle income,2005,67.5,75,Yes,Yes,Yes,No,2002-2006
5900,5900,MNG2006,Mongolia,MNG,East Asia & Pacific,Lower middle income,2006,67.5,75,Yes,Yes,Yes,No,2002-2006
5901,5901,MNG2007,Mongolia,MNG,East Asia & Pacific,Lower middle income,2007,67.5,75,Yes,Yes,Yes,No,2007-2011
5902,5902,MNG2008,Mongolia,MNG,East Asia & Pacific,Lower middle income,2008,67.5,75,Yes,Yes,Yes,No,2007-2011
5903,5903,MNG2009,Mongolia,MNG,East Asia & Pacific,Lower middle income,2009,67.5,75,Yes,Yes,Yes,No,2007-2011
5904,5904,MNG2010,Mongolia,MNG,East Asia & Pacific,Lower middle income,2010,70.6,75,Yes,Yes,Yes,No,2007-2011
5905,5905,MNG2011,Mongolia,MNG,East Asia & Pacific,Lower middle income,2011,70.6,75,Yes,Yes,Yes,No,2007-2011
5906,5906,MNG2012,Mongolia,MNG,East Asia & Pacific,Lower middle income,2012,80.0,100,Yes,Yes,Yes,Yes,2012-2016
5907,5907,MNG2013,Mongolia,MNG,East Asia & Pacific,Lower middle income,2013,80.0,100,Yes,Yes,Yes,Yes,2012-2016
5908,5908,MNG2014,Mongolia,MNG,East Asia & Pacific,Lower middle income,2014,80.0,100,Yes,Yes,Yes,Yes,2012-2016
5909,5909,MNG2015,Mongolia,MNG,East Asia & Pacific,Lower middle income,2015,80.0,100,Yes,Yes,Yes,Yes,2012-2016
5910,5910,MNG2016,Mongolia,MNG,East Asia & Pacific,Lower middle income,2016,80.0,100,Yes,Yes,Yes,Yes,2012-2016
5911,5911,MNG2017,Mongolia,MNG,East Asia & Pacific,Lower middle income,2017,80.0,100,Yes,Yes,Yes,Yes,2017-2021
5912,5912,MNG2018,Mongolia,MNG,East Asia & Pacific,Lower middle income,2018,82.5,100,Yes,Yes,Yes,Yes,2017-2021
5913,5913,MNG2019,Mongolia,MNG,East Asia & Pacific,Lower middle income,2019,82.5,100,Yes,Yes,Yes,Yes,2017-2021
