,ID,economy,wbcodev2,Region,Income_group,reportyr,WBL INDEX,ENTREPRENEURSHIP,sign_contract,register_business,open_bank_account,discrimination_credit_prohibited
4779,KWT2007,Kuwait,KWT,Middle East & North Africa,High income,2007,26.3,75,Yes,Yes,Yes,No
4780,KWT2008,Kuwait,KWT,Middle East & North Africa,High income,2008,26.3,75,Yes,Yes,Yes,No
4781,KWT2009,Kuwait,KWT,Middle East & North Africa,High income,2009,26.3,75,Yes,Yes,Yes,No
4782,KWT2010,Kuwait,KWT,Middle East & North Africa,High income,2010,26.3,75,Yes,Yes,Yes,No
4783,KWT2011,Kuwait,KWT,Middle East & North Africa,High income,2011,29.4,75,Yes,Yes,Yes,No
4784,KWT2012,Kuwait,KWT,Middle East & North Africa,High income,2012,29.4,75,Yes,Yes,Yes,No
4785,KWT2013,Kuwait,KWT,Middle East & North Africa,High income,2013,29.4,75,Yes,Yes,Yes,No
4786,KWT2014,Kuwait,KWT,Middle East & North Africa,High income,2014,29.4,75,Yes,Yes,Yes,No
4787,KWT2015,Kuwait,KWT,Middle East & North Africa,High income,2015,29.4,75,Yes,Yes,Yes,No
4788,KWT2016,Kuwait,KWT,Middle East & North Africa,High income,2016,29.4,75,Yes,Yes,Yes,No
4789,KWT2017,Kuwait,KWT,Middle East & North Africa,High income,2017,29.4,75,Yes,Yes,Yes,No
4790,KWT2018,Kuwait,KWT,Middle East & North Africa,High income,2018,29.4,75,Yes,Yes,Yes,No
4791,KWT2019,Kuwait,KWT,Middle East & North Africa,High income,2019,29.4,75,Yes,Yes,Yes,No
4792,KWT2020,Kuwait,KWT,Middle East & North Africa,High income,2020,26.3,75,Yes,Yes,Yes,No
4793,KWT2021,Kuwait,KWT,Middle East & North Africa,High income,2021,28.8,75,Yes,Yes,Yes,No
4794,LAO1971,Lao PDR,LAO,East Asia & Pacific,Lower middle income,1971,34.4,75,Yes,Yes,Yes,No
4795,LAO1972,Lao PDR,LAO,East Asia & Pacific,Lower middle income,1972,36.9,75,Yes,Yes,Yes,No
4796,LAO1973,Lao PDR,LAO,East Asia & Pacific,Lower middle income,1973,36.9,75,Yes,Yes,Yes,No
4797,LAO1974,Lao PDR,LAO,East Asia & Pacific,Lower middle income,1974,36.9,75,Yes,Yes,Yes,No
4798,LAO1975,Lao PDR,LAO,East Asia & Pacific,Lower middle income,1975,36.9,75,Yes,Yes,Yes,No
4799,LAO1976,Lao PDR,LAO,East Asia & Pacific,Lower middle income,1976,36.9,75,Yes,Yes,Yes,No
4800,LAO1977,Lao PDR,LAO,East Asia & Pacific,Lower middle income,1977,40.0,75,Yes,Yes,Yes,No
4801,LAO1978,Lao PDR,LAO,East Asia & Pacific,Lower middle income,1978,40.0,75,Yes,Yes,Yes,No
4802,LAO1979,Lao PDR,LAO,East Asia & Pacific,Lower middle income,1979,40.0,75,Yes,Yes,Yes,No
4803,LAO1980,Lao PDR,LAO,East Asia & Pacific,Lower middle income,1980,40.0,75,Yes,Yes,Yes,No
4804,LAO1981,Lao PDR,LAO,East Asia & Pacific,Lower middle income,1981,40.0,75,Yes,Yes,Yes,No
4805,LAO1982,Lao PDR,LAO,East Asia & Pacific,Lower middle income,1982,40.0,75,Yes,Yes,Yes,No
4806,LAO1983,Lao PDR,LAO,East Asia & Pacific,Lower middle income,1983,40.0,75,Yes,Yes,Yes,No
4807,LAO1984,Lao PDR,LAO,East Asia & Pacific,Lower middle income,1984,40.0,75,Yes,Yes,Yes,No
4808,LAO1985,Lao PDR,LAO,East Asia & Pacific,Lower middle income,1985,40.0,75,Yes,Yes,Yes,No
4809,LAO1986,Lao PDR,LAO,East Asia & Pacific,Lower middle income,1986,40.0,75,Yes,Yes,Yes,No
4810,LAO1987,Lao PDR,LAO,East Asia & Pacific,Lower middle income,1987,42.5,75,Yes,Yes,Yes,No
4811,LAO1988,Lao PDR,LAO,East Asia & Pacific,Lower middle income,1988,42.5,75,Yes,Yes,Yes,No
4812,LAO1989,Lao PDR,LAO,East Asia & Pacific,Lower middle income,1989,42.5,75,Yes,Yes,Yes,No
4813,LAO1990,Lao PDR,LAO,East Asia & Pacific,Lower middle income,1990,42.5,75,Yes,Yes,Yes,No
4814,LAO1991,Lao PDR,LAO,East Asia & Pacific,Lower middle income,1991,42.5,75,Yes,Yes,Yes,No
4815,LAO1992,Lao PDR,LAO,East Asia & Pacific,Lower middle income,1992,53.1,75,Yes,Yes,Yes,No
4816,LAO1993,Lao PDR,LAO,East Asia & Pacific,Lower middle income,1993,53.1,75,Yes,Yes,Yes,No
4817,LAO1994,Lao PDR,LAO,East Asia & Pacific,Lower middle income,1994,53.1,75,Yes,Yes,Yes,No
4818,LAO1995,Lao PDR,LAO,East Asia & Pacific,Lower middle income,1995,58.8,75,Yes,Yes,Yes,No
4819,LAO1996,Lao PDR,LAO,East Asia & Pacific,Lower middle income,1996,58.8,75,Yes,Yes,Yes,No
4820,LAO1997,Lao PDR,LAO,East Asia & Pacific,Lower middle income,1997,58.8,75,Yes,Yes,Yes,No
4821,LAO1998,Lao PDR,LAO,East Asia & Pacific,Lower middle income,1998,58.8,75,Yes,Yes,Yes,No
4822,LAO1999,Lao PDR,LAO,East Asia & Pacific,Lower middle income,1999,58.8,75,Yes,Yes,Yes,No
4823,LAO2000,Lao PDR,LAO,East Asia & Pacific,Lower middle income,2000,58.8,75,Yes,Yes,Yes,No
4824,LAO2001,Lao PDR,LAO,East Asia & Pacific,Lower middle income,2001,68.1,75,Yes,Yes,Yes,No
4825,LAO2002,Lao PDR,LAO,East Asia & Pacific,Lower middle income,2002,68.1,75,Yes,Yes,Yes,No
4826,LAO2003,Lao PDR,LAO,East Asia & Pacific,Lower middle income,2003,68.1,75,Yes,Yes,Yes,No
4827,LAO2004,Lao PDR,LAO,East Asia & Pacific,Lower middle income,2004,68.1,75,Yes,Yes,Yes,No
4828,LAO2005,Lao PDR,LAO,East Asia & Pacific,Lower middle income,2005,68.1,75,Yes,Yes,Yes,No
4829,LAO2006,Lao PDR,LAO,East Asia & Pacific,Lower middle income,2006,70.6,75,Yes,Yes,Yes,No
4830,LAO2007,Lao PDR,LAO,East Asia & Pacific,Lower middle income,2007,73.8,100,Yes,Yes,Yes,Yes
4831,LAO2008,Lao PDR,LAO,East Asia & Pacific,Lower middle income,2008,83.1,100,Yes,Yes,Yes,Yes
4832,LAO2009,Lao PDR,LAO,East Asia & Pacific,Lower middle income,2009,83.1,100,Yes,Yes,Yes,Yes
4833,LAO2010,Lao PDR,LAO,East Asia & Pacific,Lower middle income,2010,83.1,100,Yes,Yes,Yes,Yes
4834,LAO2011,Lao PDR,LAO,East Asia & Pacific,Lower middle income,2011,83.1,100,Yes,Yes,Yes,Yes
4835,LAO2012,Lao PDR,LAO,East Asia & Pacific,Lower middle income,2012,83.1,100,Yes,Yes,Yes,Yes
4836,LAO2013,Lao PDR,LAO,East Asia & Pacific,Lower middle income,2013,83.1,100,Yes,Yes,Yes,Yes
4837,LAO2014,Lao PDR,LAO,East Asia & Pacific,Lower middle income,2014,83.1,100,Yes,Yes,Yes,Yes
4838,LAO2015,Lao PDR,LAO,East Asia & Pacific,Lower middle income,2015,88.1,100,Yes,Yes,Yes,Yes
4839,LAO2016,Lao PDR,LAO,East Asia & Pacific,Lower middle income,2016,88.1,100,Yes,Yes,Yes,Yes
4840,LAO2017,Lao PDR,LAO,East Asia & Pacific,Lower middle income,2017,88.1,100,Yes,Yes,Yes,Yes
4841,LAO2018,Lao PDR,LAO,East Asia & Pacific,Lower middle income,2018,88.1,100,Yes,Yes,Yes,Yes
4842,LAO2019,Lao PDR,LAO,East Asia & Pacific,Lower middle income,2019,88.1,100,Yes,Yes,Yes,Yes
4843,LAO2020,Lao PDR,LAO,East Asia & Pacific,Lower middle income,2020,88.1,100,Yes,Yes,Yes,Yes
4844,LAO2021,Lao PDR,LAO,East Asia & Pacific,Lower middle income,2021,88.1,100,Yes,Yes,Yes,Yes
4845,LBN1971,Lebanon,LBN,Middle East & North Africa,Upper middle income,1971,44.4,75,Yes,Yes,Yes,No
4846,LBN1972,Lebanon,LBN,Middle East & North Africa,Upper middle income,1972,44.4,75,Yes,Yes,Yes,No
4847,LBN1973,Lebanon,LBN,Middle East & North Africa,Upper middle income,1973,44.4,75,Yes,Yes,Yes,No
4848,LBN1974,Lebanon,LBN,Middle East & North Africa,Upper middle income,1974,44.4,75,Yes,Yes,Yes,No
4849,LBN1975,Lebanon,LBN,Middle East & North Africa,Upper middle income,1975,44.4,75,Yes,Yes,Yes,No
4850,LBN1976,Lebanon,LBN,Middle East & North Africa,Upper middle income,1976,44.4,75,Yes,Yes,Yes,No
4851,LBN1977,Lebanon,LBN,Middle East & North Africa,Upper middle income,1977,44.4,75,Yes,Yes,Yes,No
4852,LBN1978,Lebanon,LBN,Middle East & North Africa,Upper middle income,1978,44.4,75,Yes,Yes,Yes,No
4853,LBN1979,Lebanon,LBN,Middle East & North Africa,Upper middle income,1979,44.4,75,Yes,Yes,Yes,No
4854,LBN1980,Lebanon,LBN,Middle East & North Africa,Upper middle income,1980,44.4,75,Yes,Yes,Yes,No
4855,LBN1981,Lebanon,LBN,Middle East & North Africa,Upper middle income,1981,44.4,75,Yes,Yes,Yes,No
4856,LBN1982,Lebanon,LBN,Middle East & North Africa,Upper middle income,1982,44.4,75,Yes,Yes,Yes,No
4857,LBN1983,Lebanon,LBN,Middle East & North Africa,Upper middle income,1983,44.4,75,Yes,Yes,Yes,No
4858,LBN1984,Lebanon,LBN,Middle East & North Africa,Upper middle income,1984,44.4,75,Yes,Yes,Yes,No
4859,LBN1985,Lebanon,LBN,Middle East & North Africa,Upper middle income,1985,44.4,75,Yes,Yes,Yes,No
4860,LBN1986,Lebanon,LBN,Middle East & North Africa,Upper middle income,1986,44.4,75,Yes,Yes,Yes,No
4861,LBN1987,Lebanon,LBN,Middle East & North Africa,Upper middle income,1987,44.4,75,Yes,Yes,Yes,No
4862,LBN1988,Lebanon,LBN,Middle East & North Africa,Upper middle income,1988,44.4,75,Yes,Yes,Yes,No
4863,LBN1989,Lebanon,LBN,Middle East & North Africa,Upper middle income,1989,44.4,75,Yes,Yes,Yes,No
4864,LBN1990,Lebanon,LBN,Middle East & North Africa,Upper middle income,1990,44.4,75,Yes,Yes,Yes,No
4865,LBN1991,Lebanon,LBN,Middle East & North Africa,Upper middle income,1991,44.4,75,Yes,Yes,Yes,No
4866,LBN1992,Lebanon,LBN,Middle East & North Africa,Upper middle income,1992,44.4,75,Yes,Yes,Yes,No
4867,LBN1993,Lebanon,LBN,Middle East & North Africa,Upper middle income,1993,44.4,75,Yes,Yes,Yes,No
4868,LBN1994,Lebanon,LBN,Middle East & North Africa,Upper middle income,1994,44.4,75,Yes,Yes,Yes,No
4869,LBN1995,Lebanon,LBN,Middle East & North Africa,Upper middle income,1995,44.4,75,Yes,Yes,Yes,No
4870,LBN1996,Lebanon,LBN,Middle East & North Africa,Upper middle income,1996,44.4,75,Yes,Yes,Yes,No
4871,LBN1997,Lebanon,LBN,Middle East & North Africa,Upper middle income,1997,44.4,75,Yes,Yes,Yes,No
4872,LBN1998,Lebanon,LBN,Middle East & North Africa,Upper middle income,1998,44.4,75,Yes,Yes,Yes,No
4873,LBN1999,Lebanon,LBN,Middle East & North Africa,Upper middle income,1999,44.4,75,Yes,Yes,Yes,No
4874,LBN2000,Lebanon,LBN,Middle East & North Africa,Upper middle income,2000,44.4,75,Yes,Yes,Yes,No
4875,LBN2001,Lebanon,LBN,Middle East & North Africa,Upper middle income,2001,50.0,75,Yes,Yes,Yes,No
4876,LBN2002,Lebanon,LBN,Middle East & North Africa,Upper middle income,2002,50.0,75,Yes,Yes,Yes,No
4877,LBN2003,Lebanon,LBN,Middle East & North Africa,Upper middle income,2003,50.0,75,Yes,Yes,Yes,No
4878,LBN2004,Lebanon,LBN,Middle East & North Africa,Upper middle income,2004,50.0,75,Yes,Yes,Yes,No
4879,LBN2005,Lebanon,LBN,Middle East & North Africa,Upper middle income,2005,50.0,75,Yes,Yes,Yes,No
4880,LBN2006,Lebanon,LBN,Middle East & North Africa,Upper middle income,2006,50.0,75,Yes,Yes,Yes,No
4881,LBN2007,Lebanon,LBN,Middle East & North Africa,Upper middle income,2007,50.0,75,Yes,Yes,Yes,No
4882,LBN2008,Lebanon,LBN,Middle East & North Africa,Upper middle income,2008,50.0,75,Yes,Yes,Yes,No
4883,LBN2009,Lebanon,LBN,Middle East & North Africa,Upper middle income,2009,50.0,75,Yes,Yes,Yes,No
4884,LBN2010,Lebanon,LBN,Middle East & North Africa,Upper middle income,2010,50.0,75,Yes,Yes,Yes,No
4885,LBN2011,Lebanon,LBN,Middle East & North Africa,Upper middle income,2011,50.0,75,Yes,Yes,Yes,No
4886,LBN2012,Lebanon,LBN,Middle East & North Africa,Upper middle income,2012,50.0,75,Yes,Yes,Yes,No
4887,LBN2013,Lebanon,LBN,Middle East & North Africa,Upper middle income,2013,50.0,75,Yes,Yes,Yes,No
4888,LBN2014,Lebanon,LBN,Middle East & North Africa,Upper middle income,2014,50.0,75,Yes,Yes,Yes,No
4889,LBN2015,Lebanon,LBN,Middle East & North Africa,Upper middle income,2015,50.0,75,Yes,Yes,Yes,No
4890,LBN2016,Lebanon,LBN,Middle East & North Africa,Upper middle income,2016,52.5,75,Yes,Yes,Yes,No
4891,LBN2017,Lebanon,LBN,Middle East & North Africa,Upper middle income,2017,52.5,75,Yes,Yes,Yes,No
4892,LBN2018,Lebanon,LBN,Middle East & North Africa,Upper middle income,2018,52.5,75,Yes,Yes,Yes,No
4893,LBN2019,Lebanon,LBN,Middle East & North Africa,Upper middle income,2019,52.5,75,Yes,Yes,Yes,No
4894,LBN2020,Lebanon,LBN,Middle East & North Africa,Upper middle income,2020,52.5,75,Yes,Yes,Yes,No
4895,LBN2021,Lebanon,LBN,Middle East & North Africa,Upper middle income,2021,52.5,75,Yes,Yes,Yes,No
4896,LBR1971,Liberia,LBR,Sub-Saharan Africa,Low income,1971,43.8,0,No,No,No,No
4897,LBR1972,Liberia,LBR,Sub-Saharan Africa,Low income,1972,43.8,0,No,No,No,No
4898,LBR1973,Liberia,LBR,Sub-Saharan Africa,Low income,1973,43.8,0,No,No,No,No
4899,LBR1974,Liberia,LBR,Sub-Saharan Africa,Low income,1974,63.8,75,Yes,Yes,Yes,No
4900,LBR1975,Liberia,LBR,Sub-Saharan Africa,Low income,1975,63.8,75,Yes,Yes,Yes,No
4901,LBR1976,Liberia,LBR,Sub-Saharan Africa,Low income,1976,63.8,75,Yes,Yes,Yes,No
4902,LBR1977,Liberia,LBR,Sub-Saharan Africa,Low income,1977,63.8,75,Yes,Yes,Yes,No
4903,LBR1978,Liberia,LBR,Sub-Saharan Africa,Low income,1978,63.8,75,Yes,Yes,Yes,No
4904,LBR1979,Liberia,LBR,Sub-Saharan Africa,Low income,1979,63.8,75,Yes,Yes,Yes,No
4905,LBR1980,Liberia,LBR,Sub-Saharan Africa,Low income,1980,63.8,75,Yes,Yes,Yes,No
4906,LBR1981,Liberia,LBR,Sub-Saharan Africa,Low income,1981,63.8,75,Yes,Yes,Yes,No
4907,LBR1982,Liberia,LBR,Sub-Saharan Africa,Low income,1982,63.8,75,Yes,Yes,Yes,No
4908,LBR1983,Liberia,LBR,Sub-Saharan Africa,Low income,1983,63.8,75,Yes,Yes,Yes,No
4909,LBR1984,Liberia,LBR,Sub-Saharan Africa,Low income,1984,63.8,75,Yes,Yes,Yes,No
4910,LBR1985,Liberia,LBR,Sub-Saharan Africa,Low income,1985,66.3,75,Yes,Yes,Yes,No
4911,LBR1986,Liberia,LBR,Sub-Saharan Africa,Low income,1986,66.3,75,Yes,Yes,Yes,No
4912,LBR1987,Liberia,LBR,Sub-Saharan Africa,Low income,1987,66.3,75,Yes,Yes,Yes,No
4913,LBR1988,Liberia,LBR,Sub-Saharan Africa,Low income,1988,66.3,75,Yes,Yes,Yes,No
4914,LBR1989,Liberia,LBR,Sub-Saharan Africa,Low income,1989,66.3,75,Yes,Yes,Yes,No
4915,LBR1990,Liberia,LBR,Sub-Saharan Africa,Low income,1990,66.3,75,Yes,Yes,Yes,No
4916,LBR1991,Liberia,LBR,Sub-Saharan Africa,Low income,1991,66.3,75,Yes,Yes,Yes,No
4917,LBR1992,Liberia,LBR,Sub-Saharan Africa,Low income,1992,66.3,75,Yes,Yes,Yes,No
4918,LBR1993,Liberia,LBR,Sub-Saharan Africa,Low income,1993,66.3,75,Yes,Yes,Yes,No
4919,LBR1994,Liberia,LBR,Sub-Saharan Africa,Low income,1994,66.3,75,Yes,Yes,Yes,No
4920,LBR1995,Liberia,LBR,Sub-Saharan Africa,Low income,1995,66.3,75,Yes,Yes,Yes,No
4921,LBR1996,Liberia,LBR,Sub-Saharan Africa,Low income,1996,66.3,75,Yes,Yes,Yes,No
4922,LBR1997,Liberia,LBR,Sub-Saharan Africa,Low income,1997,66.3,75,Yes,Yes,Yes,No
4923,LBR1998,Liberia,LBR,Sub-Saharan Africa,Low income,1998,66.3,75,Yes,Yes,Yes,No
4924,LBR1999,Liberia,LBR,Sub-Saharan Africa,Low income,1999,66.3,75,Yes,Yes,Yes,No
4925,LBR2000,Liberia,LBR,Sub-Saharan Africa,Low income,2000,66.3,75,Yes,Yes,Yes,No
4926,LBR2001,Liberia,LBR,Sub-Saharan Africa,Low income,2001,66.3,75,Yes,Yes,Yes,No
4927,LBR2002,Liberia,LBR,Sub-Saharan Africa,Low income,2002,66.3,75,Yes,Yes,Yes,No
4928,LBR2003,Liberia,LBR,Sub-Saharan Africa,Low income,2003,66.3,75,Yes,Yes,Yes,No
4929,LBR2004,Liberia,LBR,Sub-Saharan Africa,Low income,2004,66.3,75,Yes,Yes,Yes,No
4930,LBR2005,Liberia,LBR,Sub-Saharan Africa,Low income,2005,66.3,75,Yes,Yes,Yes,No
4931,LBR2006,Liberia,LBR,Sub-Saharan Africa,Low income,2006,66.3,75,Yes,Yes,Yes,No
4932,LBR2007,Liberia,LBR,Sub-Saharan Africa,Low income,2007,66.3,75,Yes,Yes,Yes,No
4933,LBR2008,Liberia,LBR,Sub-Saharan Africa,Low income,2008,66.3,75,Yes,Yes,Yes,No
4934,LBR2009,Liberia,LBR,Sub-Saharan Africa,Low income,2009,66.3,75,Yes,Yes,Yes,No
4935,LBR2010,Liberia,LBR,Sub-Saharan Africa,Low income,2010,66.3,75,Yes,Yes,Yes,No
4936,LBR2011,Liberia,LBR,Sub-Saharan Africa,Low income,2011,66.3,75,Yes,Yes,Yes,No
4937,LBR2012,Liberia,LBR,Sub-Saharan Africa,Low income,2012,66.3,75,Yes,Yes,Yes,No
4938,LBR2013,Liberia,LBR,Sub-Saharan Africa,Low income,2013,66.3,75,Yes,Yes,Yes,No
4939,LBR2014,Liberia,LBR,Sub-Saharan Africa,Low income,2014,66.3,75,Yes,Yes,Yes,No
4940,LBR2015,Liberia,LBR,Sub-Saharan Africa,Low income,2015,66.3,75,Yes,Yes,Yes,No
4941,LBR2016,Liberia,LBR,Sub-Saharan Africa,Low income,2016,66.3,75,Yes,Yes,Yes,No
4942,LBR2017,Liberia,LBR,Sub-Saharan Africa,Low income,2017,81.3,75,Yes,Yes,Yes,No
4943,LBR2018,Liberia,LBR,Sub-Saharan Africa,Low income,2018,81.3,75,Yes,Yes,Yes,No
4944,LBR2019,Liberia,LBR,Sub-Saharan Africa,Low income,2019,83.8,75,Yes,Yes,Yes,No
4945,LBR2020,Liberia,LBR,Sub-Saharan Africa,Low income,2020,83.8,75,Yes,Yes,Yes,No
4946,LBR2021,Liberia,LBR,Sub-Saharan Africa,Low income,2021,83.8,75,Yes,Yes,Yes,No
4947,LBY1971,Libya,LBY,Middle East & North Africa,Upper middle income,1971,36.3,75,Yes,Yes,Yes,No
4948,LBY1972,Libya,LBY,Middle East & North Africa,Upper middle income,1972,36.3,75,Yes,Yes,Yes,No
4949,LBY1973,Libya,LBY,Middle East & North Africa,Upper middle income,1973,36.3,75,Yes,Yes,Yes,No
4950,LBY1974,Libya,LBY,Middle East & North Africa,Upper middle income,1974,36.3,75,Yes,Yes,Yes,No
4951,LBY1975,Libya,LBY,Middle East & North Africa,Upper middle income,1975,36.3,75,Yes,Yes,Yes,No
4952,LBY1976,Libya,LBY,Middle East & North Africa,Upper middle income,1976,36.3,75,Yes,Yes,Yes,No
4953,LBY1977,Libya,LBY,Middle East & North Africa,Upper middle income,1977,36.3,75,Yes,Yes,Yes,No
4954,LBY1978,Libya,LBY,Middle East & North Africa,Upper middle income,1978,36.3,75,Yes,Yes,Yes,No
4955,LBY1979,Libya,LBY,Middle East & North Africa,Upper middle income,1979,36.3,75,Yes,Yes,Yes,No
4956,LBY1980,Libya,LBY,Middle East & North Africa,Upper middle income,1980,36.3,75,Yes,Yes,Yes,No
4957,LBY1981,Libya,LBY,Middle East & North Africa,Upper middle income,1981,36.3,75,Yes,Yes,Yes,No
4958,LBY1982,Libya,LBY,Middle East & North Africa,Upper middle income,1982,36.3,75,Yes,Yes,Yes,No
4959,LBY1983,Libya,LBY,Middle East & North Africa,Upper middle income,1983,36.3,75,Yes,Yes,Yes,No
4960,LBY1984,Libya,LBY,Middle East & North Africa,Upper middle income,1984,36.3,75,Yes,Yes,Yes,No
4961,LBY1985,Libya,LBY,Middle East & North Africa,Upper middle income,1985,38.8,75,Yes,Yes,Yes,No
4962,LBY1986,Libya,LBY,Middle East & North Africa,Upper middle income,1986,38.8,75,Yes,Yes,Yes,No
4963,LBY1987,Libya,LBY,Middle East & North Africa,Upper middle income,1987,38.8,75,Yes,Yes,Yes,No
4964,LBY1988,Libya,LBY,Middle East & North Africa,Upper middle income,1988,38.8,75,Yes,Yes,Yes,No
4965,LBY1989,Libya,LBY,Middle East & North Africa,Upper middle income,1989,38.8,75,Yes,Yes,Yes,No
4966,LBY1990,Libya,LBY,Middle East & North Africa,Upper middle income,1990,38.8,75,Yes,Yes,Yes,No
4967,LBY1991,Libya,LBY,Middle East & North Africa,Upper middle income,1991,38.8,75,Yes,Yes,Yes,No
4968,LBY1992,Libya,LBY,Middle East & North Africa,Upper middle income,1992,38.8,75,Yes,Yes,Yes,No
4969,LBY1993,Libya,LBY,Middle East & North Africa,Upper middle income,1993,38.8,75,Yes,Yes,Yes,No
4970,LBY1994,Libya,LBY,Middle East & North Africa,Upper middle income,1994,38.8,75,Yes,Yes,Yes,No
4971,LBY1995,Libya,LBY,Middle East & North Africa,Upper middle income,1995,38.8,75,Yes,Yes,Yes,No
4972,LBY1996,Libya,LBY,Middle East & North Africa,Upper middle income,1996,38.8,75,Yes,Yes,Yes,No
4973,LBY1997,Libya,LBY,Middle East & North Africa,Upper middle income,1997,38.8,75,Yes,Yes,Yes,No
4974,LBY1998,Libya,LBY,Middle East & North Africa,Upper middle income,1998,38.8,75,Yes,Yes,Yes,No
4975,LBY1999,Libya,LBY,Middle East & North Africa,Upper middle income,1999,38.8,75,Yes,Yes,Yes,No
4976,LBY2000,Libya,LBY,Middle East & North Africa,Upper middle income,2000,38.8,75,Yes,Yes,Yes,No
4977,LBY2001,Libya,LBY,Middle East & North Africa,Upper middle income,2001,38.8,75,Yes,Yes,Yes,No
4978,LBY2002,Libya,LBY,Middle East & North Africa,Upper middle income,2002,38.8,75,Yes,Yes,Yes,No
4979,LBY2003,Libya,LBY,Middle East & North Africa,Upper middle income,2003,38.8,75,Yes,Yes,Yes,No
4980,LBY2004,Libya,LBY,Middle East & North Africa,Upper middle income,2004,38.8,75,Yes,Yes,Yes,No
4981,LBY2005,Libya,LBY,Middle East & North Africa,Upper middle income,2005,38.8,75,Yes,Yes,Yes,No
4982,LBY2006,Libya,LBY,Middle East & North Africa,Upper middle income,2006,38.8,75,Yes,Yes,Yes,No
4983,LBY2007,Libya,LBY,Middle East & North Africa,Upper middle income,2007,38.8,75,Yes,Yes,Yes,No
4984,LBY2008,Libya,LBY,Middle East & North Africa,Upper middle income,2008,38.8,75,Yes,Yes,Yes,No
4985,LBY2009,Libya,LBY,Middle East & North Africa,Upper middle income,2009,38.8,75,Yes,Yes,Yes,No
4986,LBY2010,Libya,LBY,Middle East & North Africa,Upper middle income,2010,38.8,75,Yes,Yes,Yes,No
4987,LBY2011,Libya,LBY,Middle East & North Africa,Upper middle income,2011,50.0,75,Yes,Yes,Yes,No
4988,LBY2012,Libya,LBY,Middle East & North Africa,Upper middle income,2012,50.0,75,Yes,Yes,Yes,No
4989,LBY2013,Libya,LBY,Middle East & North Africa,Upper middle income,2013,50.0,75,Yes,Yes,Yes,No
4990,LBY2014,Libya,LBY,Middle East & North Africa,Upper middle income,2014,50.0,75,Yes,Yes,Yes,No
4991,LBY2015,Libya,LBY,Middle East & North Africa,Upper middle income,2015,50.0,75,Yes,Yes,Yes,No
4992,LBY2016,Libya,LBY,Middle East & North Africa,Upper middle income,2016,50.0,75,Yes,Yes,Yes,No
4993,LBY2017,Libya,LBY,Middle East & North Africa,Upper middle income,2017,50.0,75,Yes,Yes,Yes,No
4994,LBY2018,Libya,LBY,Middle East & North Africa,Upper middle income,2018,50.0,75,Yes,Yes,Yes,No
4995,LBY2019,Libya,LBY,Middle East & North Africa,Upper middle income,2019,50.0,75,Yes,Yes,Yes,No
4996,LBY2020,Libya,LBY,Middle East & North Africa,Upper middle income,2020,50.0,75,Yes,Yes,Yes,No
4997,LBY2021,Libya,LBY,Middle East & North Africa,Upper middle income,2021,50.0,75,Yes,Yes,Yes,No
4998,LCA1971,St. Lucia,LCA,Latin America & Caribbean,Upper middle income,1971,46.3,75,Yes,Yes,Yes,No
4999,LCA1972,St. Lucia,LCA,Latin America & Caribbean,Upper middle income,1972,52.5,75,Yes,Yes,Yes,No
5000,LCA1973,St. Lucia,LCA,Latin America & Caribbean,Upper middle income,1973,52.5,75,Yes,Yes,Yes,No
5001,LCA1974,St. Lucia,LCA,Latin America & Caribbean,Upper middle income,1974,52.5,75,Yes,Yes,Yes,No
5002,LCA1975,St. Lucia,LCA,Latin America & Caribbean,Upper middle income,1975,52.5,75,Yes,Yes,Yes,No
5003,LCA1976,St. Lucia,LCA,Latin America & Caribbean,Upper middle income,1976,52.5,75,Yes,Yes,Yes,No
5004,LCA1977,St. Lucia,LCA,Latin America & Caribbean,Upper middle income,1977,52.5,75,Yes,Yes,Yes,No
5005,LCA1978,St. Lucia,LCA,Latin America & Caribbean,Upper middle income,1978,52.5,75,Yes,Yes,Yes,No
5006,LCA1979,St. Lucia,LCA,Latin America & Caribbean,Upper middle income,1979,52.5,75,Yes,Yes,Yes,No
5007,LCA1980,St. Lucia,LCA,Latin America & Caribbean,Upper middle income,1980,52.5,75,Yes,Yes,Yes,No
5008,LCA1981,St. Lucia,LCA,Latin America & Caribbean,Upper middle income,1981,55.0,75,Yes,Yes,Yes,No
5009,LCA1982,St. Lucia,LCA,Latin America & Caribbean,Upper middle income,1982,55.0,75,Yes,Yes,Yes,No
5010,LCA1983,St. Lucia,LCA,Latin America & Caribbean,Upper middle income,1983,55.0,75,Yes,Yes,Yes,No
5011,LCA1984,St. Lucia,LCA,Latin America & Caribbean,Upper middle income,1984,55.0,75,Yes,Yes,Yes,No
5012,LCA1985,St. Lucia,LCA,Latin America & Caribbean,Upper middle income,1985,55.0,75,Yes,Yes,Yes,No
5013,LCA1986,St. Lucia,LCA,Latin America & Caribbean,Upper middle income,1986,55.0,75,Yes,Yes,Yes,No
5014,LCA1987,St. Lucia,LCA,Latin America & Caribbean,Upper middle income,1987,55.0,75,Yes,Yes,Yes,No
5015,LCA1988,St. Lucia,LCA,Latin America & Caribbean,Upper middle income,1988,55.0,75,Yes,Yes,Yes,No
5016,LCA1989,St. Lucia,LCA,Latin America & Caribbean,Upper middle income,1989,55.0,75,Yes,Yes,Yes,No
