,ID,economy,latitude_x,longitude_x,country_code_x,Region,Income_group,reportyr,WBL INDEX,ENTREPRENEURSHIP,sign_contract,register_business,open_bank_account,discrimination_credit_prohibited,period,sign_contract_count,register_business_count,open_bank_account_count,discrimination_credit_prohibited_count,total_law_counts,Fam_A2F_Gender_LB,Fam_CM_SignContract_SC,Fam_CM_RegisterBiz_LB,Fam_CM_OpenBankAccount_LB
5376,MDV1998,Maldives,3.202778,73.22068,MDV,South Asia,Upper middle income,1998.0,44.4,75.0,Yes,Yes,Yes,No,1997-2001,1.0,1.0,1.0,0.0,3.0,"Gender Equality Act, Arts. 9 and 23",No restrictions could be located ,No restrictions could be located,No restrictions could be located 
5377,MDV1999,Maldives,3.202778,73.22068,MDV,South Asia,Upper middle income,1999.0,44.4,75.0,Yes,Yes,Yes,No,1997-2001,1.0,1.0,1.0,0.0,3.0,"Gender Equality Act, Arts. 9 and 23",No restrictions could be located ,No restrictions could be located,No restrictions could be located 
5378,MDV2000,Maldives,3.202778,73.22068,MDV,South Asia,Upper middle income,2000.0,44.4,75.0,Yes,Yes,Yes,No,1997-2001,1.0,1.0,1.0,0.0,3.0,"Gender Equality Act, Arts. 9 and 23",No restrictions could be located ,No restrictions could be located,No restrictions could be located 
5379,MDV2001,Maldives,3.202778,73.22068,MDV,South Asia,Upper middle income,2001.0,44.4,75.0,Yes,Yes,Yes,No,1997-2001,1.0,1.0,1.0,0.0,3.0,"Gender Equality Act, Arts. 9 and 23",No restrictions could be located ,No restrictions could be located,No restrictions could be located 
5380,MDV2002,Maldives,3.202778,73.22068,MDV,South Asia,Upper middle income,2002.0,44.4,75.0,Yes,Yes,Yes,No,2002-2006,1.0,1.0,1.0,0.0,3.0,"Gender Equality Act, Arts. 9 and 23",No restrictions could be located ,No restrictions could be located,No restrictions could be located 
5381,MDV2003,Maldives,3.202778,73.22068,MDV,South Asia,Upper middle income,2003.0,44.4,75.0,Yes,Yes,Yes,No,2002-2006,1.0,1.0,1.0,0.0,3.0,"Gender Equality Act, Arts. 9 and 23",No restrictions could be located ,No restrictions could be located,No restrictions could be located 
5382,MDV2004,Maldives,3.202778,73.22068,MDV,South Asia,Upper middle income,2004.0,44.4,75.0,Yes,Yes,Yes,No,2002-2006,1.0,1.0,1.0,0.0,3.0,"Gender Equality Act, Arts. 9 and 23",No restrictions could be located ,No restrictions could be located,No restrictions could be located 
5383,MDV2005,Maldives,3.202778,73.22068,MDV,South Asia,Upper middle income,2005.0,44.4,75.0,Yes,Yes,Yes,No,2002-2006,1.0,1.0,1.0,0.0,3.0,"Gender Equality Act, Arts. 9 and 23",No restrictions could be located ,No restrictions could be located,No restrictions could be located 
5384,MDV2006,Maldives,3.202778,73.22068,MDV,South Asia,Upper middle income,2006.0,44.4,75.0,Yes,Yes,Yes,No,2002-2006,1.0,1.0,1.0,0.0,3.0,"Gender Equality Act, Arts. 9 and 23",No restrictions could be located ,No restrictions could be located,No restrictions could be located 
5385,MDV2007,Maldives,3.202778,73.22068,MDV,South Asia,Upper middle income,2007.0,44.4,75.0,Yes,Yes,Yes,No,2007-2011,1.0,1.0,1.0,0.0,3.0,"Gender Equality Act, Arts. 9 and 23",No restrictions could be located ,No restrictions could be located,No restrictions could be located 
5386,MDV2008,Maldives,3.202778,73.22068,MDV,South Asia,Upper middle income,2008.0,44.4,75.0,Yes,Yes,Yes,No,2007-2011,1.0,1.0,1.0,0.0,3.0,"Gender Equality Act, Arts. 9 and 23",No restrictions could be located ,No restrictions could be located,No restrictions could be located 
5387,MDV2009,Maldives,3.202778,73.22068,MDV,South Asia,Upper middle income,2009.0,53.1,75.0,Yes,Yes,Yes,No,2007-2011,1.0,1.0,1.0,0.0,3.0,"Gender Equality Act, Arts. 9 and 23",No restrictions could be located ,No restrictions could be located,No restrictions could be located 
5388,MDV2010,Maldives,3.202778,73.22068,MDV,South Asia,Upper middle income,2010.0,61.9,75.0,Yes,Yes,Yes,No,2007-2011,1.0,1.0,1.0,0.0,3.0,"Gender Equality Act, Arts. 9 and 23",No restrictions could be located ,No restrictions could be located,No restrictions could be located 
5389,MDV2011,Maldives,3.202778,73.22068,MDV,South Asia,Upper middle income,2011.0,61.9,75.0,Yes,Yes,Yes,No,2007-2011,1.0,1.0,1.0,0.0,3.0,"Gender Equality Act, Arts. 9 and 23",No restrictions could be located ,No restrictions could be located,No restrictions could be located 
5390,MDV2012,Maldives,3.202778,73.22068,MDV,South Asia,Upper middle income,2012.0,61.9,75.0,Yes,Yes,Yes,No,2012-2016,1.0,1.0,1.0,0.0,3.0,"Gender Equality Act, Arts. 9 and 23",No restrictions could be located ,No restrictions could be located,No restrictions could be located 
5391,MDV2013,Maldives,3.202778,73.22068,MDV,South Asia,Upper middle income,2013.0,64.4,75.0,Yes,Yes,Yes,No,2012-2016,1.0,1.0,1.0,0.0,3.0,"Gender Equality Act, Arts. 9 and 23",No restrictions could be located ,No restrictions could be located,No restrictions could be located 
5392,MDV2014,Maldives,3.202778,73.22068,MDV,South Asia,Upper middle income,2014.0,64.4,75.0,Yes,Yes,Yes,No,2012-2016,1.0,1.0,1.0,0.0,3.0,"Gender Equality Act, Arts. 9 and 23",No restrictions could be located ,No restrictions could be located,No restrictions could be located 
5393,MDV2015,Maldives,3.202778,73.22068,MDV,South Asia,Upper middle income,2015.0,64.4,75.0,Yes,Yes,Yes,No,2012-2016,1.0,1.0,1.0,0.0,3.0,"Gender Equality Act, Arts. 9 and 23",No restrictions could be located ,No restrictions could be located,No restrictions could be located 
5394,MDV2016,Maldives,3.202778,73.22068,MDV,South Asia,Upper middle income,2016.0,70.6,75.0,Yes,Yes,Yes,No,2012-2016,1.0,1.0,1.0,0.0,3.0,"Gender Equality Act, Arts. 9 and 23",No restrictions could be located ,No restrictions could be located,No restrictions could be located 
5395,MDV2017,Maldives,3.202778,73.22068,MDV,South Asia,Upper middle income,2017.0,70.6,75.0,Yes,Yes,Yes,No,2017-2021,1.0,1.0,1.0,0.0,3.0,"Gender Equality Act, Arts. 9 and 23",No restrictions could be located ,No restrictions could be located,No restrictions could be located 
5396,MDV2018,Maldives,3.202778,73.22068,MDV,South Asia,Upper middle income,2018.0,73.8,100.0,Yes,Yes,Yes,Yes,2017-2021,1.0,1.0,1.0,1.0,4.0,"Gender Equality Act, Arts. 9 and 23",No restrictions could be located ,No restrictions could be located,No restrictions could be located 
5397,MDV2019,Maldives,3.202778,73.22068,MDV,South Asia,Upper middle income,2019.0,73.8,100.0,Yes,Yes,Yes,Yes,2017-2021,1.0,1.0,1.0,1.0,4.0,"Gender Equality Act, Arts. 9 and 23",No restrictions could be located ,No restrictions could be located,No restrictions could be located 
5398,MDV2020,Maldives,3.202778,73.22068,MDV,South Asia,Upper middle income,2020.0,73.8,100.0,Yes,Yes,Yes,Yes,2017-2021,1.0,1.0,1.0,1.0,4.0,"Gender Equality Act, Arts. 9 and 23",No restrictions could be located ,No restrictions could be located,No restrictions could be located 
5399,MDV2021,Maldives,3.202778,73.22068,MDV,South Asia,Upper middle income,2021.0,73.8,100.0,Yes,Yes,Yes,Yes,2017-2021,1.0,1.0,1.0,1.0,4.0,"Gender Equality Act, Arts. 9 and 23",No restrictions could be located ,No restrictions could be located,No restrictions could be located 
5400,MEX1972,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,1972.0,55.0,75.0,Yes,Yes,Yes,No,1972-1976,1.0,1.0,1.0,0.0,3.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5401,MEX1973,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,1973.0,55.0,75.0,Yes,Yes,Yes,No,1972-1976,1.0,1.0,1.0,0.0,3.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5402,MEX1974,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,1974.0,55.0,75.0,Yes,Yes,Yes,No,1972-1976,1.0,1.0,1.0,0.0,3.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5403,MEX1975,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,1975.0,55.0,75.0,Yes,Yes,Yes,No,1972-1976,1.0,1.0,1.0,0.0,3.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5404,MEX1976,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,1976.0,58.1,75.0,Yes,Yes,Yes,No,1972-1976,1.0,1.0,1.0,0.0,3.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5405,MEX1977,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,1977.0,58.1,75.0,Yes,Yes,Yes,No,1977-1981,1.0,1.0,1.0,0.0,3.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5406,MEX1978,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,1978.0,58.1,75.0,Yes,Yes,Yes,No,1977-1981,1.0,1.0,1.0,0.0,3.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5407,MEX1979,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,1979.0,58.1,75.0,Yes,Yes,Yes,No,1977-1981,1.0,1.0,1.0,0.0,3.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5408,MEX1980,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,1980.0,58.1,75.0,Yes,Yes,Yes,No,1977-1981,1.0,1.0,1.0,0.0,3.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5409,MEX1981,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,1981.0,58.1,75.0,Yes,Yes,Yes,No,1977-1981,1.0,1.0,1.0,0.0,3.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5410,MEX1982,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,1982.0,58.1,75.0,Yes,Yes,Yes,No,1982-1986,1.0,1.0,1.0,0.0,3.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5411,MEX1983,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,1983.0,58.1,75.0,Yes,Yes,Yes,No,1982-1986,1.0,1.0,1.0,0.0,3.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5412,MEX1984,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,1984.0,58.1,75.0,Yes,Yes,Yes,No,1982-1986,1.0,1.0,1.0,0.0,3.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5413,MEX1985,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,1985.0,61.3,75.0,Yes,Yes,Yes,No,1982-1986,1.0,1.0,1.0,0.0,3.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5414,MEX1986,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,1986.0,61.3,75.0,Yes,Yes,Yes,No,1982-1986,1.0,1.0,1.0,0.0,3.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5415,MEX1987,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,1987.0,61.3,75.0,Yes,Yes,Yes,No,1987-1991,1.0,1.0,1.0,0.0,3.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5416,MEX1988,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,1988.0,61.3,75.0,Yes,Yes,Yes,No,1987-1991,1.0,1.0,1.0,0.0,3.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5417,MEX1989,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,1989.0,61.3,75.0,Yes,Yes,Yes,No,1987-1991,1.0,1.0,1.0,0.0,3.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5418,MEX1990,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,1990.0,61.3,75.0,Yes,Yes,Yes,No,1987-1991,1.0,1.0,1.0,0.0,3.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5419,MEX1991,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,1991.0,61.3,75.0,Yes,Yes,Yes,No,1987-1991,1.0,1.0,1.0,0.0,3.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5420,MEX1992,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,1992.0,67.5,75.0,Yes,Yes,Yes,No,1992-1996,1.0,1.0,1.0,0.0,3.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5421,MEX1993,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,1993.0,67.5,75.0,Yes,Yes,Yes,No,1992-1996,1.0,1.0,1.0,0.0,3.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5422,MEX1994,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,1994.0,67.5,75.0,Yes,Yes,Yes,No,1992-1996,1.0,1.0,1.0,0.0,3.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5423,MEX1995,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,1995.0,67.5,75.0,Yes,Yes,Yes,No,1992-1996,1.0,1.0,1.0,0.0,3.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5424,MEX1996,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,1996.0,67.5,75.0,Yes,Yes,Yes,No,1992-1996,1.0,1.0,1.0,0.0,3.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5425,MEX1997,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,1997.0,67.5,75.0,Yes,Yes,Yes,No,1997-2001,1.0,1.0,1.0,0.0,3.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5426,MEX1998,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,1998.0,67.5,75.0,Yes,Yes,Yes,No,1997-2001,1.0,1.0,1.0,0.0,3.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5427,MEX1999,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,1999.0,67.5,75.0,Yes,Yes,Yes,No,1997-2001,1.0,1.0,1.0,0.0,3.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5428,MEX2000,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,2000.0,67.5,75.0,Yes,Yes,Yes,No,1997-2001,1.0,1.0,1.0,0.0,3.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5429,MEX2001,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,2001.0,72.5,75.0,Yes,Yes,Yes,No,1997-2001,1.0,1.0,1.0,0.0,3.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5430,MEX2002,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,2002.0,72.5,75.0,Yes,Yes,Yes,No,2002-2006,1.0,1.0,1.0,0.0,3.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5431,MEX2003,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,2003.0,72.5,75.0,Yes,Yes,Yes,No,2002-2006,1.0,1.0,1.0,0.0,3.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5432,MEX2004,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,2004.0,72.5,75.0,Yes,Yes,Yes,No,2002-2006,1.0,1.0,1.0,0.0,3.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5433,MEX2005,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,2005.0,72.5,75.0,Yes,Yes,Yes,No,2002-2006,1.0,1.0,1.0,0.0,3.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5434,MEX2006,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,2006.0,72.5,75.0,Yes,Yes,Yes,No,2002-2006,1.0,1.0,1.0,0.0,3.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5435,MEX2007,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,2007.0,72.5,75.0,Yes,Yes,Yes,No,2007-2011,1.0,1.0,1.0,0.0,3.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5436,MEX2008,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,2008.0,75.0,75.0,Yes,Yes,Yes,No,2007-2011,1.0,1.0,1.0,0.0,3.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5437,MEX2009,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,2009.0,75.0,75.0,Yes,Yes,Yes,No,2007-2011,1.0,1.0,1.0,0.0,3.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5438,MEX2010,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,2010.0,77.5,75.0,Yes,Yes,Yes,No,2007-2011,1.0,1.0,1.0,0.0,3.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5439,MEX2011,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,2011.0,77.5,75.0,Yes,Yes,Yes,No,2007-2011,1.0,1.0,1.0,0.0,3.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5440,MEX2012,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,2012.0,77.5,75.0,Yes,Yes,Yes,No,2012-2016,1.0,1.0,1.0,0.0,3.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5441,MEX2013,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,2013.0,77.5,75.0,Yes,Yes,Yes,No,2012-2016,1.0,1.0,1.0,0.0,3.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5442,MEX2014,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,2014.0,85.6,75.0,Yes,Yes,Yes,No,2012-2016,1.0,1.0,1.0,0.0,3.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5443,MEX2015,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,2015.0,88.8,100.0,Yes,Yes,Yes,Yes,2012-2016,1.0,1.0,1.0,1.0,4.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5444,MEX2016,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,2016.0,88.8,100.0,Yes,Yes,Yes,Yes,2012-2016,1.0,1.0,1.0,1.0,4.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5445,MEX2017,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,2017.0,88.8,100.0,Yes,Yes,Yes,Yes,2017-2021,1.0,1.0,1.0,1.0,4.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5446,MEX2018,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,2018.0,88.8,100.0,Yes,Yes,Yes,Yes,2017-2021,1.0,1.0,1.0,1.0,4.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
5447,MEX2019,Mexico,23.634501,-102.552784,MEX,Latin America & Caribbean,Upper middle income,2019.0,88.8,100.0,Yes,Yes,Yes,Yes,2017-2021,1.0,1.0,1.0,1.0,4.0,"Ley General para la Igualdad entre Mujeres y Hombres, Arts. 3 y 5(IV); Ley de Instituciones de CrÃ©dito, Art. 44 bis 4","CÃ³digo Civil para el Distrito Federal, Art. 2",No restrictions could be located ,No restrictions could be located 
